,report_date,ADANIENT,ADANIPORTS,AMBUJACEM,APOLLOHOSP,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ,BAJAJFINSV,BAJFINANCE,BEL,BHARTIARTL,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HINDALCO,HINDPETRO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,IOC,ITC,JIOFIN,JSWSTEEL,KOTAKBANK,LT,LUPIN,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBIN,SHREECEM,SUNPHARMA,TATACONSUM,TATASTEEL,TCS,TECHM,TITAN,TMPV,ULTRACEMCO,UPL,WIPRO
67,2023-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12223453300.0,,,,,,,
68,2023-03-31,1140001121.0,2160138945.0,1985843229.0,143784657.0,959197790.0,585938609.0,3076852012.0,282957358.0,1592815460.0,605429233.0,7309778829.0,5967422312.0,807150593.0,6162728327.0,265468580.0,166527876.0,273481570.0,6575099643.0,658432126.0,2713665096.0,5579742786.0,2149396132.0,2247194585.0,1418548345.0,2349591262.0,6982815731.0,775895198.0,4148560044.0,14121238383.0,12428017741.0,,2417220440.0,1986556582.0,1405482190.0,454981335.0,1243528831.0,302080060.0,,9696666134.0,12580279206.0,6975452864.0,6766094014.0,8924611934.0,36080748.0,2399334970.0,929011650.0,12221537000.0,3659051373.0,974147475.0,887786160.0,3321344325.0,288686345.0,750607641.0,5487917741.0
69,2023-06-30,1140001121.0,2160138945.0,1985645229.0,143784657.0,959197790.0,585938609.0,3079738904.0,282957358.0,1592815460.0,605918538.0,7309778829.0,5973548138.0,807224436.0,6162728327.0,265468580.0,166555501.0,273658460.0,6575099643.0,658432126.0,2713665096.0,5591798806.0,2149679456.0,2247194585.0,1418548345.0,2349591262.0,6996650422.0,839504367.0,4150192365.0,14121238383.0,12439467511.0,,2417220440.0,1987212073.0,1405572753.0,455080018.0,1243528831.0,302080060.0,96415716.0,9696666134.0,12580279206.0,6975452864.0,6766109014.0,8924611934.0,36080748.0,2399334970.0,929011650.0,12221537000.0,3659051373.0,974699464.0,887786160.0,3321490582.0,288686345.0,750607641.0,5488841993.0
70,2023-07-14,,,,,,,,,,,,,,,,,,,,,7537569464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2023-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6353284188.0,,,,,,,,,,,,,,,,,,,,,,,
72,2023-09-30,1140001121.0,2160138945.0,1985645229.0,143784657.0,959197790.0,585938609.0,3081760824.0,282957358.0,1595488813.0,605918538.0,7309778829.0,5997632401.0,807325429.0,6162728327.0,265468580.0,166784764.0,273749460.0,6575099643.0,658448791.0,2713665096.0,7581816038.0,2150064332.0,2247216523.0,1418548345.0,2349591262.0,7003087787.0,777054697.0,4150384120.0,14121238383.0,12470914521.0,6353284188.0,2445453966.0,1987495423.0,1374398717.0,455221984.0,1243528831.0,302080060.0,96415716.0,9696666134.0,12580279206.0,9300603819.0,6766109014.0,8924611934.0,36080748.0,2399334970.0,929011650.0,12221537000.0,3659051373.0,975504105.0,887786160.0,3322317000.0,288686345.0,750607641.0,5221800302.0
73,2023-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1374398717.0,,,,,,,,,,,,,,,,,,,,
74,2023-11-09,,,,,,,,,,618023077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2023-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12297337309.0,,,,,,,
76,2023-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314402574.0,,,,,,,,,,,,,,,,,
77,2023-12-31,1140001121.0,2160138945.0,1985645229.0,143784657.0,959197790.0,585938609.0,3084019057.0,283179756.0,1595488813.0,618023077.0,7309778829.0,6017220484.0,807350398.0,6162728327.0,265468580.0,166809397.0,273775500.0,6575099643.0,658448791.0,2713665096.0,7592484734.0,2150659616.0,2247216523.0,1418548345.0,2349591262.0,7014826337.0,777732182.0,4150447554.0,14121238383.0,12475608671.0,6353284188.0,2445453966.0,1987652298.0,1374548315.0,455326550.0,1243528831.0,314402574.0,96415716.0,9696666134.0,12580279206.0,9300603819.0,6766109014.0,8924611934.0,36080748.0,2399334970.0,929011650.0,12297337309.0,3618087518.0,976164397.0,887786160.0,3322847115.0,288686674.0,750607641.0,5224235632.0
78,2024-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952834816.0,,,,,,,,
