,report_date,ADANIENT,ADANIPORTS,AMBUJACEM,APOLLOHOSP,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ,BAJAJFINSV,BAJFINANCE,BEL,BHARTIARTL,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HINDALCO,HINDPETRO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,IOC,ITC,JIOFIN,JSWSTEEL,KOTAKBANK,LT,LUPIN,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBIN,SHREECEM,SUNPHARMA,TATACONSUM,TATASTEEL,TCS,TECHM,TITAN,TMPV,ULTRACEMCO,UPL,WIPRO
79,2024-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12383830302.0,,,,,,,
80,2024-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5224402361.0
81,2024-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12483531541.0,,,,,,,
82,2024-02-09,,,,,,,,,,,,,,,,,,,680516022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2024-03-29,,,2197675987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2024-03-31,1140001121.0,2160138945.0,2197675987.0,143784657.0,959197790.0,585938609.0,3086570375.0,279179756.0,1595488813.0,618996320.0,7309778829.0,6047374739.0,807367062.0,6162728327.0,265468580.0,166818266.0,273805630.0,6575099643.0,680550136.0,2713665096.0,7596910662.0,2150944127.0,2247216523.0,1418548345.0,2349591262.0,7022335643.0,778319951.0,4150867464.0,14121238383.0,12484721471.0,6353284188.0,2445453966.0,1987920898.0,1374668619.0,455678908.0,1243528831.0,314402574.0,964157160.0,9696666134.0,12580279206.0,9300603819.0,6766109014.0,8924611934.0,36080748.0,2399334970.0,952834816.0,12483531541.0,3618087518.0,976758523.0,887786160.0,3323739001.0,288692005.0,750607641.0,5225138246.0
85,2024-04-12,,,2463123478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2024-06-25,,,,,,,,,,,,,,,,,,,,,,,,2127822517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2024-06-30,1140001121.0,2160138945.0,2463123478.0,143784657.0,959197790.0,585938609.0,3090246466.0,279179756.0,1596662097.0,618996320.0,7309778829.0,6083160811.0,807517999.0,6162728327.0,265468580.0,166829701.0,274010515.0,6575099643.0,680550136.0,2713665096.0,7608122302.0,2150979347.0,2247216523.0,1418548345.0,2349591262.0,7036188396.0,778725005.0,4152028475.0,14121238383.0,12484721471.0,6353284188.0,2445453966.0,1987951298.0,1374848104.0,455915953.0,1243528831.0,314402574.0,964157160.0,9696666134.0,12580279206.0,9300603819.0,6766229014.0,8924612434.0,36080748.0,2399334970.0,952834816.0,12483531541.0,3618087518.0,977882361.0,887786160.0,3323978912.0,288697318.0,750607641.0,5230164205.0
88,2024-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989403547.0,,,,,,,,
89,2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3680610556.0,,,
90,2024-09-30,1140001121.0,2160138945.0,2463123478.0,143784657.0,959197790.0,580801623.0,3093254378.0,279257608.0,1596662097.0,618996320.0,7309778829.0,6085442148.0,807566979.0,6162728327.0,265468580.0,166876946.0,274060710.0,6575099643.0,680550136.0,2713665096.0,7630778309.0,2152221207.0,2247216523.0,2127822517.0,2349591262.0,7046201442.0,778993088.0,4152146817.0,14121238383.0,12507598701.0,6353284188.0,2445453966.0,1988120012.0,1374994900.0,456143312.0,1243528831.0,314402574.0,964157160.0,9696666134.0,12580279206.0,9300603819.0,6766229014.0,8924620034.0,36080748.0,2399334970.0,989403547.0,12483531541.0,3618087518.0,978349548.0,887786160.0,3680884120.0,288697318.0,750607641.0,5231382705.0
91,2024-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13532372898.0,,,,,,,,,,,,
92,2024-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5231754495.0
93,2024-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10464188804.0
94,2024-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844400270.0,
95,2024-12-31,1154180729.0,2160138945.0,2463123478.0,143784657.0,959197790.0,580801623.0,3095171531.0,279257608.0,1596662097.0,618996470.0,7309778829.0,6088120683.0,807614040.0,6162728327.0,265468580.0,834423960.0,274132460.0,6575099643.0,680580576.0,2713665096.0,7648315544.0,2152802811.0,2247226523.0,2127822517.0,2349591262.0,7059490315.0,779051673.0,4152269194.0,14121238383.0,12511710391.0,6353141623.0,2445453966.0,1988173671.0,1375130635.0,456234542.0,1243528831.0,314402574.0,964157160.0,9696666134.0,12580279206.0,9300603819.0,13532372898.0,8924620034.0,36080748.0,2399334970.0,989458618.0,12483531541.0,3618087518.0,978787074.0,887786160.0,3681124896.0,288700060.0,844400270.0,10469234681.0
96,2025-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844433596.0,
97,2025-03-31,1154180729.0,2160138945.0,2463123478.0,143784657.0,959197790.0,580801623.0,3097369066.0,279257608.0,1596662097.0,621428652.0,7309778829.0,6094392981.0,807617120.0,6162728327.0,265468580.0,834455365.0,274164080.0,6575099643.0,680580576.0,2713665096.0,7652221674.0,2152988187.0,2247226523.0,2127822517.0,2349591262.0,7121927830.0,779054472.0,4153263455.0,14121238383.0,12514119781.0,6353141623.0,2445453966.0,1988222993.0,1375192165.0,456565045.0,1243528831.0,314402574.0,964157160.0,9696666134.0,12580279206.0,9300603819.0,13532372898.0,8924620034.0,36080748.0,2399334970.0,989498558.0,12483531541.0,3618087518.0,978993712.0,887786160.0,3681348742.0,294677410.0,844433596.0,10472136049.0
98,2025-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10481700300.0
99,2025-06-24,,,,,,,,,,6214286520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2025-06-30,1154180729.0,2160138945.0,2463123478.0,143784657.0,959197790.0,580801623.0,3101188425.0,279257608.0,1597813220.0,6214286520.0,7309778829.0,6094392981.0,807794617.0,6162728327.0,265468580.0,834581775.0,274252240.0,6575099643.0,680580576.0,2713665096.0,7667913646.0,2154693826.0,2247226523.0,2127822517.0,2349591262.0,7135539512.0,779055872.0,4154272628.0,14121238383.0,12517542141.0,6353141623.0,2445453966.0,1988320316.0,1375359426.0,456716123.0,1243528831.0,314402574.0,964157160.0,9696666134.0,12580279206.0,9300603819.0,13532472634.0,8924620034.0,36080748.0,2399334970.0,989533750.0,12483531541.0,3618087518.0,979207885.0,887786160.0,3681462325.0,294679171.0,844433596.0,10482318130.0
101,2025-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9230617586.0,,,,,,,,,,,
102,2025-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1928314320.0,,,,,,,,,,,,,,,,
103,2025-08-28,,,,,,,,,,,,,,,,,,,,,15354079522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2025-09-30,1154180729.0,2160138945.0,2471823478.0,143784657.0,959197790.0,580801623.0,3102879031.0,279257608.0,1597813220.0,6222481865.0,7309778829.0,6094392981.0,807765695.0,6162728327.0,265468580.0,834613760.0,274277990.0,6575099643.0,680580576.0,2713665096.0,15363698554.0,2156086337.0,2247226523.0,2127822517.0,2349591262.0,7143705861.0,779075972.0,4154401349.0,14121238383.0,12527130431.0,6353141623.0,2445453966.0,1988592513.0,1375556003.0,456757868.0,1243528831.0,314402574.0,1928314320.0,9696666134.0,12580279206.0,9300603819.0,13532472634.0,9230617586.0,36080748.0,2399334970.0,989541732.0,12483531541.0,3618087518.0,979562303.0,887786160.0,3682274653.0,294679171.0,844433596.0,10483772400.0
