,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,2024-03-31,2024-06-30,2024-09-30,2024-12-31,2025-03-31,2025-06-30,2025-09-30,2025-12-31
NESTLEIND,,,,,,,,,,,,,,,,,,,,,,,,,0.00818817160960192,0.007367773821630242,0.007152186246736772,0.0059769683664099614,0.006277346840073801,0.006171623455311896,0.011891441817397949,0.012310072324163257
NTPC,0.020017415540469794,0.01669678478982747,0.016756117232327,0.01511733464797191,0.019105815476573,0.018914157729922606,0.015764092332979575,0.015043453091564527,0.014098019804108882,0.013431533196527711,0.010941542421434837,0.010196723938555814,0.010502751408560634,0.010571970987025028,0.011737808583318894,0.010252580906432896,0.011429308009718886,0.01333681420029216,0.012853115938570503,0.012619939051261854,0.014456005241599243,0.014000763641965761,0.017446566273526105,0.01995405977052552,0.02056147136685768,0.02142329141366823,0.02319031003318798,0.01817983435963532,0.019775469920365787,0.01662360320028408,0.017509313614003694,0.015989099024008042
ONGC,0.03435619700948424,0.02713728544133556,0.028961309093932353,0.024742988373346417,0.02470537673593057,0.025273963706443286,0.019629508835350754,0.018067448041278293,0.013551813741782846,0.013516002419157635,0.010235914693478745,0.011203172459875206,0.011653578734170007,0.012372308560272468,0.013673352210621813,0.013916669633250903,0.016156344444296068,0.016468481771745702,0.01194020059775022,0.013664499391003556,0.015321581288765498,0.014578054118234193,0.016563077923460304,0.01629916535138874,0.020442020048087668,0.019337234930073003,0.019391887000087624,0.01654543644378473,0.017484702763051013,0.01555596713585276,0.01573065573202848,0.015637711557448766
RELIANCE,0.05739437025371748,0.05645138757282382,0.06914634880271789,0.062246180442666235,0.0708707866296543,0.06208734639115623,0.06523718118256451,0.06983004348231658,0.06763772615336108,0.09331118948764448,0.10929044918512003,0.07910005415309905,0.0743466858745137,0.07243360038775787,0.07662627252921894,0.07178319369963265,0.07971523997926451,0.08657284147058887,0.06734177792486826,0.0679384012424099,0.06597763404875465,0.0647160563888662,0.06124799915449627,0.060355779839663413,0.06560906587337743,0.06392060201062441,0.05546798333359352,0.09459492308612528,0.09984822282647074,0.105473900731805,0.09873168940731972,0.10319023792199605
SBILIFE,0.015494742936974736,0.013699025738579604,0.009837699119614494,0.011610507864781237,0.011232844255536329,0.012584599013786564,0.014459180921052608,0.015472172308556062,0.013580613092091144,0.014307331654497397,0.012807466647616669,0.011625506199561568,0.01054967096805512,0.011157798875879534,0.011920034178045687,0.011686437546517003,0.01095883435482608,0.011652838003393172,0.011405161078879794,0.010577523063820654,0.010061889097637984,0.01070801818717503,0.010126382137072005,0.009936154667725608,0.009858850510554162,0.009067428217346978,0.0102787696884021,0.008029863259187453,0.009011733887215654,0.00960882628028439,0.009602348288053031,0.010070974498320565
SBIN,0.047818760987904,0.04400035873402308,0.042637635238233246,0.047992078604446105,0.048565236588145724,0.052288727252488225,0.038506690510467706,0.04469880266358527,0.034714014624760384,0.02635117126439302,0.024356187891678115,0.029421922526537782,0.036314893397169395,0.03885899176902558,0.037217828721803736,0.03767822726211249,0.04031136918010598,0.042603763028944676,0.041066774811790364,0.04473150424078051,0.040510523332112275,0.04049732641960405,0.04005675388574754,0.03841155578664373,0.042560339822146964,0.045155310506371824,0.03842359909965301,0.04015904358976306,0.0392143334039803,0.038178853364711045,0.04307609762706932,0.04485089043814923
SHREECEM,0.012721062484080255,0.010831514571496458,0.011155530839618658,0.011495763920163351,0.011456209341382877,0.013009657438091517,0.011081649343972945,0.011654563061889467,0.013282425341692208,0.014611512965353107,0.011423382795194033,0.011030329546672149,0.012608374361144179,0.010844397484036148,0.010121216270762609,0.009413010264541867,0.008381542257452383,0.007308563788973816,0.006859750035676345,0.007153164165678425,0.008550591725516836,0.007008035473371824,0.007072585823148893,0.007114213926032529,0.006040329389897419,0.00606149248249976,,,0.006363476674521007,,,
SHRIRAMFIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00709122563047795,0.006859387279588521,0.0061612443608102,0.007642446666493827
SUNPHARMA,0.025731454540087333,0.02598894233281146,0.02726704462519245,0.019021538740347194,0.019719124282745575,0.015810237459000218,0.015184475649373613,0.015884423120422434,0.017158000959575204,0.019287821729035662,0.018191617495530128,0.017539074768840236,0.016633078459334417,0.01731662933803683,0.01864152393774101,0.019189641731252604,0.020881172554120874,0.02090152402906078,0.02027139807642219,0.02015205136808145,0.02115165621093843,0.020285254176209588,0.02123270447986177,0.02063249014521322,0.02524608241472656,0.02190972227555614,0.025529330424506568,0.0258919198843859,0.02410134002675757,0.02089747598177499,0.020460958934715556,0.021165065837036125
TATACONSUM,0.0035522867005694,0.003309154070454483,0.0027183803718741247,0.0025768627285497427,0.002193348442985823,0.0028575365969123654,0.002872811967067468,0.003150384249353983,0.0055575350156328515,0.006159645305804738,0.007071032518017409,0.006795985465910009,0.006856700965442466,0.007502676525255111,0.007171467999958667,0.006526855927904484,0.006812166092083591,0.0068775755223610385,0.00661634208649949,0.006000480831319159,0.005885180028468009,0.006477923967089511,0.006246303283076117,0.006920545250080216,0.006769694735687126,0.00631054484086787,0.0065526028641942615,,,,0.005977347459977314,0.005751749258751736
TATASTEEL,,,,,,,,,,,,,,,,,,,0.010317621897486945,0.011030247637340892,0.010856471504555236,0.01077263166377581,0.011736714937306216,0.011433575280860635,0.012252423668439098,0.012905396664374756,0.011461085583917098,0.009724113812759934,0.010931405400300884,0.01040014696118091,0.01126932139154313,0.01092112621090299
