symbol,report_date,total_shares
HCL Technologies Limited,2024-06-30,2713665096
HCL Technologies Limited,2023-09-30,2713665096
HCL Technologies Limited,2022-06-30,2713665096
HCL Technologies Limited,2022-03-31,2713665096
HCL Technologies Limited,2023-06-30,2713665096
HCL Technologies Limited,2023-12-31,2713665096
HCL Technologies Limited,2022-09-30,2713665096
HCL Technologies Limited,2023-03-31,2713665096
HCL Technologies Limited,2022-12-31,2713665096
HCL Technologies Limited,2021-12-31,2713665096
HCL Technologies Limited,2021-06-30,2713665096
HCL Technologies Limited,2021-09-30,2713665096
HCL Technologies Limited,2021-03-31,2713665096
HCL Technologies Limited,2020-03-31,2713665096
HCL Technologies Limited,2019-12-10,2713665096
HCL Technologies Limited,2020-12-31,2713665096
HCL Technologies Limited,2020-09-30,2713665096
HCL Technologies Limited,2020-06-30,2713665096
HCL Technologies Limited,2019-12-31,2713665096
HCL Technologies Limited,2019-09-30,1356401188
HCL Technologies Limited,2019-03-31,1356278868
HCL Technologies Limited,2019-06-30,1356278868
HCL Technologies Limited,2018-09-30,1392521664
HCL Technologies Limited,2018-12-31,1356261268
HCL Technologies Limited,2018-06-30,1392406704
HCL Technologies Limited,2018-03-31,1392246384
HDFC Bank Limited,2025-06-30,7667913646
HDFC Bank Limited,2025-08-28,15354079522
HDFC Bank Limited,2025-09-30,15363698554
HDFC Bank Limited,2024-12-31,7648315544
HDFC Bank Limited,2024-09-30,7630778309
HDFC Bank Limited,2024-06-30,7608122302
HDFC Bank Limited,2025-03-31,7652221674
HDFC Bank Limited,2024-03-31,7596910662
HDFC Bank Limited,2023-09-30,7581816038
HDFC Bank Limited,2023-12-31,7592484734
HDFC Bank Limited,2023-07-14,7537569464
HDFC Bank Limited,2023-03-31,5579742786
HDFC Bank Limited,2023-06-30,5591798806
HDFC Bank Limited,2022-12-31,5576755396
HDFC Bank Limited,2022-06-30,5554552746
HDFC Bank Limited,2022-09-30,5569959026
HDFC Bank Limited,2022-03-31,5545540976
HDFC Bank Limited,2021-12-31,5542399476
HDFC Bank Limited,2021-09-30,5537451890
HDFC Bank Limited,2021-06-30,5526719098
HDFC Bank Limited,2021-03-31,5512776482
HDFC Bank Limited,2020-06-30,5490278560
HDFC Bank Limited,2020-09-30,5503704156
HDFC Bank Limited,2020-03-31,5483286460
HDFC Bank Limited,2020-12-31,5507656932
HDFC Bank Limited,2019-12-31,5477027068
HDFC Bank Limited,2019-09-30,5470763894
HDFC Bank Limited,2018-12-31,2719501383
HDFC Bank Limited,2019-06-30,2732812271
HDFC Bank Limited,2019-03-31,2723306610
HDFC Bank Limited,2018-06-30,2604157867
HDFC Bank Limited,2018-09-30,2717176187
HDFC Life Insurance Company Limited,2025-09-30,2156086337
HDFC Life Insurance Company Limited,2025-06-30,2154693826
HDFC Life Insurance Company Limited,2024-12-31,2152802811
HDFC Life Insurance Company Limited,2025-03-31,2152988187
HDFC Life Insurance Company Limited,2024-03-31,2150944127
HDFC Life Insurance Company Limited,2024-09-30,2152221207
HDFC Life Insurance Company Limited,2024-06-30,2150979347
HDFC Life Insurance Company Limited,2023-06-30,2149679456
HDFC Life Insurance Company Limited,2023-09-30,2150064332
HDFC Life Insurance Company Limited,2023-12-31,2150659616
HDFC Life Insurance Company Limited,2022-06-30,2113172584
HDFC Life Insurance Company Limited,2022-09-30,2149104560
HDFC Life Insurance Company Limited,2022-12-31,2149175005
HDFC Life Insurance Company Limited,2023-03-31,2149396132
HDFC Life Insurance Company Limited,2022-03-31,2112619161
HDFC Life Insurance Company Limited,2022-01-01,2111813255
HDFC Life Insurance Company Limited,2021-12-31,2024791033
HDFC Life Insurance Company Limited,2021-06-30,2022140296
HDFC Life Insurance Company Limited,2021-09-30,2023132113
HDFC Life Insurance Company Limited,2020-09-30,2019460732
HDFC Life Insurance Company Limited,2021-03-31,2020943966
HDFC Life Insurance Company Limited,2020-12-31,2020456081
HDFC Life Insurance Company Limited,2019-12-31,2018606832
HDFC Life Insurance Company Limited,2020-06-30,2019173024
HDFC Life Insurance Company Limited,2020-03-31,2018798399
HDFC Life Insurance Company Limited,2019-06-30,2017489149
HDFC Life Insurance Company Limited,2019-09-30,2017672019
HDFC Life Insurance Company Limited,2018-12-31,2017256697
HDFC Life Insurance Company Limited,2019-03-31,2017381157
HDFC Standard Life Insurance Company Limited,2018-09-30,2013907962
HDFC Standard Life Insurance Company Limited,2018-06-30,2012517697
HDFC Standard Life Insurance Company Limited,2018-03-31,2011740043
Hindalco Industries Limited,2025-09-30,2247226523
Hindalco Industries Limited,2025-06-30,2247226523
Hindalco Industries Limited,2024-06-30,2247216523
Hindalco Industries Limited,2024-12-31,2247226523
Hindalco Industries Limited,2024-09-30,2247216523
Hindalco Industries Limited,2025-03-31,2247226523
Hindalco Industries Limited,2023-12-31,2247216523
Hindalco Industries Limited,2024-03-31,2247216523
Hindalco Industries Limited,2023-09-30,2247216523
Hindalco Industries Limited,2023-06-30,2247194585
Hindalco Industries Limited,2023-03-31,2247194585
Hindalco Industries Limited,2022-12-31,2247194585
Hindalco Industries Limited,2022-06-30,2247172724
Hindalco Industries Limited,2022-03-31,2247172724
Hindalco Industries Limited,2022-09-30,2247175109
Hindalco Industries Limited,2021-12-31,2247169840
Hindalco Industries Limited,2021-09-30,2247114735
Hindalco Industries Limited,2021-06-30,2246900609
Hindalco Industries Limited,2021-03-31,2246684247
Hindalco Industries Limited,2020-12-31,2246582938
Hindalco Industries Limited,2020-09-30,2246352581
Hindalco Industries Limited,2020-06-30,2246284546
Hindalco Industries Limited,2019-12-31,2246040614
Hindalco Industries Limited,2020-03-31,2246222687
Hindalco Industries Limited,2019-06-30,2245845916
Hindalco Industries Limited,2019-09-30,2245924242
Hindalco Industries Limited,2019-03-31,2245530245
Hindalco Industries Limited,2018-09-30,2245349407
Hindalco Industries Limited,2018-12-31,2245512385
Hindalco Industries Limited,2018-06-30,2245051892
Hindalco Industries Limited,2018-03-31,2244962902
Hindustan Petroleum Corporation Limited,2025-09-30,2127822517
Hindustan Petroleum Corporation Limited,2025-06-30,2127822517
Hindustan Petroleum Corporation Limited,2024-12-31,2127822517
Hindustan Petroleum Corporation Limited,2025-03-31,2127822517
Hindustan Petroleum Corporation Limited,2024-06-30,1418548345
Hindustan Petroleum Corporation Limited,2024-03-31,1418548345
Hindustan Petroleum Corporation Limited,2024-06-25,2127822517
Hindustan Petroleum Corporation Limited,2023-12-31,1418548345
Hindustan Petroleum Corporation Limited,2024-09-30,2127822517
Hindustan Petroleum Corporation Limited,2023-03-31,1418548345
Hindustan Petroleum Corporation Limited,2023-09-30,1418548345
Hindustan Petroleum Corporation Limited,2022-12-31,1418548345
Hindustan Petroleum Corporation Limited,2023-06-30,1418548345
Hindustan Petroleum Corporation Limited,2022-06-30,1418548345
Hindustan Petroleum Corporation Limited,2022-09-30,1418548345
Hindustan Petroleum Corporation Limited,2021-09-30,1418548345
Hindustan Petroleum Corporation Limited,2021-12-31,1418548345
Hindustan Petroleum Corporation Limited,2021-05-14,1418548345
Hindustan Petroleum Corporation Limited,2021-03-31,1455845587
Hindustan Petroleum Corporation Limited,2021-06-30,1418548345
Hindustan Petroleum Corporation Limited,2020-03-31,1523822625
Hindustan Petroleum Corporation Limited,2020-09-30,1523822625
Hindustan Petroleum Corporation Limited,2020-12-31,1510388506
Hindustan Petroleum Corporation Limited,2019-09-30,1523822625
Hindustan Petroleum Corporation Limited,2020-06-30,1523822625
Hindustan Petroleum Corporation Limited,2019-12-31,1523822625
Hindustan Petroleum Corporation Limited,2019-03-31,1523822625
Hindustan Petroleum Corporation Limited,2018-12-31,1523822625
Hindustan Petroleum Corporation Limited,2019-06-30,1523822625
Hindustan Petroleum Corporation Limited,2018-06-30,1523822625
Hindustan Petroleum Corporation Limited,2018-09-30,1523822625
Hindustan Petroleum Corporation Limited,2018-03-31,1523822625
Hindustan Unilever Limited,2025-09-30,2349591262
Hindustan Unilever Limited,2025-03-31,2349591262
Hindustan Unilever Limited,2024-12-31,2349591262
Hindustan Unilever Limited,2024-06-30,2349591262
Hindustan Unilever Limited,2025-06-30,2349591262
Hindustan Unilever Limited,2023-09-30,2349591262
Hindustan Unilever Limited,2024-09-30,2349591262
Hindustan Unilever Limited,2024-03-31,2349591262
Hindustan Unilever Limited,2023-12-31,2349591262
Hindustan Unilever Limited,2023-06-30,2349591262
Hindustan Unilever Limited,2023-03-31,2349591262
Hindustan Unilever Limited,2022-12-31,2349591262
Hindustan Unilever Limited,2022-06-30,2349591262
Hindustan Unilever Limited,2022-09-30,2349591262
Hindustan Unilever Limited,2022-03-31,2349591262
Hindustan Unilever Limited,2021-12-31,2349591262
Hindustan Unilever Limited,2021-09-30,2349591262
Hindustan Unilever Limited,2021-06-30,2349588838
Hindustan Unilever Limited,2021-03-31,2349567819
Hindustan Unilever Limited,2020-12-31,2349556255
Hindustan Unilever Limited,2020-06-30,2349550042
Hindustan Unilever Limited,2020-09-30,2349556255
Hindustan Unilever Limited,2020-03-31,2164844187
Hindustan Unilever Limited,2020-04-21,2349467999
Hindustan Unilever Limited,2019-09-30,2164812057
Hindustan Unilever Limited,2019-12-31,2164812057
Hindustan Unilever Limited,2019-03-31,2164704405
Hindustan Unilever Limited,2019-06-30,2164801037
Hindustan Unilever Limited,2018-12-31,2164648943
Hindustan Unilever Limited,2018-06-30,2164633806
Hindustan Unilever Limited,2018-09-30,2164648943
Hindustan Unilever Limited,2018-03-31,2164528777
ICICI Bank Limited,2025-09-30,7143705861
ICICI Bank Limited,2025-06-30,7135539512
ICICI Bank Limited,2025-03-31,7121927830
ICICI Bank Limited,2024-12-31,7059490315
ICICI Bank Limited,2024-06-30,7036188396
ICICI Bank Limited,2024-09-30,7046201442
ICICI Bank Limited,2024-03-31,7022335643
ICICI Bank Limited,2023-06-30,6996650422
ICICI Bank Limited,2022-12-31,6977024286
ICICI Bank Limited,2023-09-30,7003087787
ICICI Bank Limited,2023-12-31,7014826337
ICICI Bank Limited,2023-03-31,6982815731
ICICI Bank Limited,2022-06-30,6956354896
ICICI Bank Limited,2022-09-30,6967876747
ICICI Bank Limited,2022-03-31,6948771375
ICICI Bank Limited,2021-09-30,6934409997
ICICI Bank Limited,2021-06-30,6925037357
ICICI Bank Limited,2021-12-31,6943351843
ICICI Bank Limited,2021-03-31,6915992387
ICICI Bank Limited,2020-12-31,6903693527
ICICI Bank Limited,2020-08-15,6895410621
ICICI Bank Limited,2020-09-30,6896223149
ICICI Bank Limited,2020-06-30,6475980400
ICICI Bank Limited,2020-03-31,6472765203
ICICI Bank Limited,2019-12-31,6469353972
ICICI Bank Limited,2019-09-30,6459674956
ICICI Bank Limited,2019-06-30,6452596296
ICICI Bank Limited,2018-12-31,6440817054
ICICI Bank Limited,2019-03-31,6446239653
ICICI Bank Limited,2018-06-30,6431732828
ICICI Bank Limited,2018-03-31,6427990776
ICICI Bank Limited,2018-09-30,6435132059
IndusInd Bank Limited,2025-06-30,779055872
IndusInd Bank Limited,2025-03-31,779054472
IndusInd Bank Limited,2025-09-30,779075972
IndusInd Bank Limited,2024-12-31,779051673
IndusInd Bank Limited,2024-09-30,778993088
IndusInd Bank Limited,2024-06-30,778725005
IndusInd Bank Limited,2024-03-31,778319951
IndusInd Bank Limited,2023-12-31,777732182
IndusInd Bank Limited,2023-09-30,777054697
IndusInd Bank Limited,2022-12-31,775415044
IndusInd Bank Limited,2023-06-30,839504367
IndusInd Bank Limited,2023-03-31,775895198
IndusInd Bank Limited,2022-06-30,775102639
IndusInd Bank Limited,2022-09-30,775243464
IndusInd Bank Limited,2021-12-31,774548603
IndusInd Bank Limited,2021-09-30,774119194
IndusInd Bank Limited,2021-06-30,773876784
IndusInd Bank Limited,2020-12-31,757104998
IndusInd Bank Limited,2021-03-31,773372299
IndusInd Bank Limited,2021-02-18,773155187
IndusInd Bank Limited,2020-09-04,756313283
IndusInd Bank Limited,2020-08-28,741195806
IndusInd Bank Limited,2020-09-30,756451823
IndusInd Bank Limited,2019-09-30,692982757
IndusInd Bank Limited,2019-12-31,693070224
IndusInd Bank Limited,2020-06-30,693566038
IndusInd Bank Limited,2020-03-31,693535738
IndusInd Bank Limited,2019-07-06,692756723
IndusInd Bank Limited,2019-06-30,603138942
IndusInd Bank Limited,2019-03-31,602686868
IndusInd Bank Limited,2018-09-30,601296202
IndusInd Bank Limited,2018-12-31,602082563
IndusInd Bank Limited,2018-06-30,600437982
IndusInd Bank Limited,2018-03-31,600223187
Infosys Limited,2025-06-30,4154272628
Infosys Limited,2025-09-30,4154401349
Infosys Limited,2024-12-31,4152269194
Infosys Limited,2025-03-31,4153263455
Infosys Limited,2024-09-30,4152146817
Infosys Limited,2023-12-31,4150447554
Infosys Limited,2023-09-30,4150384120
Infosys Limited,2024-03-31,4150867464
Infosys Limited,2024-06-30,4152028475
Infosys Limited,2023-06-30,4150192365
Infosys Limited,2022-12-31,4186086843
Infosys Limited,2023-03-31,4148560044
Infosys Limited,2022-06-30,4207620719
Infosys Limited,2021-09-30,4205464426
Infosys Limited,2021-06-30,4259085763
Infosys Limited,2020-12-31,4259587833
Infosys Limited,2021-03-31,4260660846
Infosys Limited,2020-06-30,4259154628
Infosys Limited,2020-09-30,4259411598
Infosys Limited,2020-03-31,4258992566
Infosys Limited,2019-12-31,4258548000
Infosys Limited,2021-12-31,4205617958
Infosys Limited,2022-09-30,4207827539
Infosys Limited,2019-09-30,4258412178
Infosys Limited,2019-09-04,4258412178
Infosys Limited,2022-03-31,4206738641
Infosys Limited,2019-03-31,4361733444
Infosys Limited,2019-06-30,4295042444
Infosys Limited,2018-12-31,4368647898
Infosys Limited,2018-09-06,4368382980
Infosys Limited,2018-09-30,4368382980
Infosys Limited,2018-06-30,2184127091
Infosys Limited,2018-03-31,2184114257
Indian Oil Corporation Limited,2025-06-30,14121238383
Indian Oil Corporation Limited,2024-12-31,14121238383
Indian Oil Corporation Limited,2025-09-30,14121238383
Indian Oil Corporation Limited,2025-03-31,14121238383
Indian Oil Corporation Limited,2024-03-31,14121238383
Indian Oil Corporation Limited,2023-12-31,14121238383
Indian Oil Corporation Limited,2024-06-30,14121238383
Indian Oil Corporation Limited,2024-09-30,14121238383
Indian Oil Corporation Limited,2023-09-30,14121238383
Indian Oil Corporation Limited,2022-12-31,14121238383
Indian Oil Corporation Limited,2023-06-30,14121238383
Indian Oil Corporation Limited,2023-03-31,14121238383
Indian Oil Corporation Limited,2022-06-30,9414158922
Indian Oil Corporation Limited,2022-03-31,9414158922
Indian Oil Corporation Limited,2022-07-12,14121238383
Indian Oil Corporation Limited,2022-09-30,14121238383
Indian Oil Corporation Limited,2021-06-30,9414158922
Indian Oil Corporation Limited,2021-12-31,9414158922
Indian Oil Corporation Limited,2021-09-30,9414158922
Indian Oil Corporation Limited,2021-03-31,9414158922
Indian Oil Corporation Limited,2020-12-31,9414158922
Indian Oil Corporation Limited,2020-06-30,9414158922
Indian Oil Corporation Limited,2020-03-31,9414158922
Indian Oil Corporation Limited,2020-09-30,9414158922
Indian Oil Corporation Limited,2019-06-30,9414158922
Indian Oil Corporation Limited,2019-09-30,9414158922
Indian Oil Corporation Limited,2019-12-31,9414158922
Indian Oil Corporation Limited,2018-12-31,9711809928
Indian Oil Corporation Limited,2019-03-31,9414158922
Indian Oil Corporation Limited,2019-02-14,9414158922
Indian Oil Corporation Limited,2018-06-30,9711809928
Indian Oil Corporation Limited,2018-09-30,9711809928
ITC Limited,2025-06-30,12517542141
ITC Limited,2025-03-31,12514119781
ITC Limited,2025-09-30,12527130431
ITC Limited,2024-06-30,12484721471
ITC Limited,2024-03-31,12484721471
ITC Limited,2024-12-31,12511710391
ITC Limited,2024-09-30,12507598701
ITC Limited,2023-06-30,12439467511
ITC Limited,2023-12-31,12475608671
ITC Limited,2023-09-30,12470914521
ITC Limited,2023-03-31,12428017741
ITC Limited,2022-12-31,12412309001
ITC Limited,2022-09-30,12399178701
Jio Financial Services Limited,2025-09-30,6353141623
Jio Financial Services Limited,2025-06-30,6353141623
Jio Financial Services Limited,2025-03-31,6353141623
Jio Financial Services Limited,2024-09-30,6353284188
JSW Steel Limited,2025-09-30,2445453966
Jio Financial Services Limited,2024-12-31,6353141623
JSW Steel Limited,2025-06-30,2445453966
Jio Financial Services Limited,2024-06-30,6353284188
Jio Financial Services Limited,2023-08-10,6353284188
Jio Financial Services Limited,2023-12-31,6353284188
Jio Financial Services Limited,2023-09-30,6353284188
JSW Steel Limited,2025-03-31,2445453966
Jio Financial Services Limited,2024-03-31,6353284188
JSW Steel Limited,2024-12-31,2445453966
JSW Steel Limited,2024-09-30,2445453966
JSW Steel Limited,2024-03-31,2445453966
JSW Steel Limited,2024-06-30,2445453966
JSW Steel Limited,2023-12-31,2445453966
JSW Steel Limited,2023-09-30,2445453966
JSW Steel Limited,2022-12-31,2417220440
JSW Steel Limited,2022-06-30,2417220440
JSW Steel Limited,2023-06-30,2417220440
JSW Steel Limited,2023-03-31,2417220440
JSW Steel Limited,2022-09-30,2417220440
JSW Steel Limited,2022-03-31,2417220440
JSW Steel Limited,2021-12-31,2417220440
JSW Steel Limited,2021-09-30,2417220440
JSW Steel Limited,2021-06-30,2417220440
JSW Steel Limited,2021-03-31,2417220440
JSW Steel Limited,2020-09-30,2417220440
JSW Steel Limited,2020-12-31,2417220440
JSW Steel Limited,2020-03-31,2417220440
JSW Steel Limited,2020-06-30,2417220440
JSW Steel Limited,2019-12-31,2417220440
JSW Steel Limited,2019-09-30,2417220440
JSW Steel Limited,2019-03-31,2417220440
JSW Steel Limited,2019-06-30,2417220440
JSW Steel Limited,2018-12-31,2417220440
JSW Steel Limited,2018-09-30,2417220440
JSW Steel Limited,2018-06-30,2417220440
Kotak Mahindra Bank Limited,2025-09-30,1988592513
Kotak Mahindra Bank Limited,2024-12-31,1988173671
Kotak Mahindra Bank Limited,2025-06-30,1988320316
Kotak Mahindra Bank Limited,2024-09-30,1988120012
Kotak Mahindra Bank Limited,2024-06-30,1987951298
Kotak Mahindra Bank Limited,2025-03-31,1988222993
Kotak Mahindra Bank Limited,2024-03-31,1987920898
Kotak Mahindra Bank Limited,2023-12-31,1987652298
Kotak Mahindra Bank Limited,2023-06-30,1987212073
Kotak Mahindra Bank Limited,2023-09-30,1987495423
Kotak Mahindra Bank Limited,2023-03-31,1986556582
Kotak Mahindra Bank Limited,2022-09-30,1985738328
Kotak Mahindra Bank Limited,2022-12-31,1986085599
Kotak Mahindra Bank Limited,2022-03-31,1984661760
Kotak Mahindra Bank Limited,2021-12-31,1983899969
Kotak Mahindra Bank Limited,2022-06-30,1985434304
Kotak Mahindra Bank Limited,2021-09-30,1983087703
Kotak Mahindra Bank Limited,2021-06-30,1982675781
Kotak Mahindra Bank Limited,2020-12-31,1980478721
Kotak Mahindra Bank Limited,2021-03-31,1981835668
Kotak Mahindra Bank Limited,2020-09-30,1979207809
Kotak Mahindra Bank Limited,2020-03-31,1913038338
Kotak Mahindra Bank Limited,2020-05-30,1978804377
Kotak Mahindra Bank Limited,2020-06-30,1978804377
Kotak Mahindra Bank Limited,2019-09-30,1910028300
Kotak Mahindra Bank Limited,2019-12-31,1911034957
Kotak Mahindra Bank Limited,2019-06-30,1909336730
Kotak Mahindra Bank Limited,2019-03-31,1908754827
Kotak Mahindra Bank Limited,2018-06-30,1906131883
Kotak Mahindra Bank Limited,2018-09-30,1907004130
Kotak Mahindra Bank Limited,2018-12-31,1907544110
Larsen & Toubro Limited,2025-03-31,1375192165
Larsen & Toubro Limited,2025-06-30,1375359426
Larsen & Toubro Limited,2025-09-30,1375556003
Larsen & Toubro Limited,2024-12-31,1375130635
Larsen & Toubro Limited,2024-09-30,1374994900
Larsen & Toubro Limited,2024-03-31,1374668619
Larsen & Toubro Limited,2024-06-30,1374848104
Larsen & Toubro Limited,2023-12-31,1374548315
Larsen & Toubro Limited,2023-09-30,1374398717
Larsen & Toubro Limited,2023-10-07,1374398717
Larsen & Toubro Limited,2023-06-30,1405572753
Larsen & Toubro Limited,2023-03-31,1405482190
Larsen & Toubro Limited,2022-12-31,1405364127
Larsen & Toubro Limited,2022-06-30,1405145221
Larsen & Toubro Limited,2022-03-31,1405029123
Larsen & Toubro Limited,2022-09-30,1405191199
Larsen & Toubro Limited,2021-12-31,1404839267
Larsen & Toubro Limited,2021-09-30,1404656010
Larsen & Toubro Limited,2021-06-30,1404604911
Larsen & Toubro Limited,2021-03-31,1404555297
Larsen & Toubro Limited,2020-12-31,1404256696
Larsen & Toubro Limited,2020-06-30,1403992234
Larsen & Toubro Limited,2020-09-30,1404034846
Larsen & Toubro Limited,2020-03-31,1403892022
Larsen & Toubro Limited,2019-09-30,1403265582
Larsen & Toubro Limited,2019-12-31,1403581376
Larsen & Toubro Limited,2019-06-30,1403091278
Larsen & Toubro Limited,2018-12-31,1402220289
Larsen & Toubro Limited,2019-03-31,1402729385
Larsen & Toubro Limited,2018-06-30,1401727601
Larsen & Toubro Limited,2018-03-31,1401369456
Lupin Limited,2025-09-30,456757868
Lupin Limited,2025-06-30,456716123
Lupin Limited,2024-03-31,455678908
Lupin Limited,2023-12-31,455326550
Lupin Limited,2023-09-30,455221984
Lupin Limited,2025-03-31,456565045
Lupin Limited,2024-06-30,455915953
Lupin Limited,2024-09-30,456143312
Lupin Limited,2024-12-31,456234542
Lupin Limited,2023-06-30,455080018
Lupin Limited,2023-03-31,454981335
Lupin Limited,2022-12-31,454760600
Lupin Limited,2022-09-30,454674567
Lupin Limited,2022-06-30,454623411
Lupin Limited,2022-03-31,454475014
Lupin Limited,2021-12-31,454196866
Lupin Limited,2020-09-30,453240333
Lupin Limited,2021-06-30,453902798
Lupin Limited,2021-03-31,453680133
Lupin Limited,2019-12-31,452906754
Lupin Limited,2019-09-30,452647548
Lupin Limited,2020-12-31,453513540
Lupin Limited,2020-06-30,453091022
Lupin Limited,2020-03-31,452998121
Lupin Limited,2019-06-30,452590752
Lupin Limited,2019-03-31,452493697
Lupin Limited,2018-12-31,452405376
Lupin Limited,2018-09-30,452193625
Lupin Limited,2018-06-30,452140064
Mahindra & Mahindra Limited,2025-09-30,1243528831
Mahindra & Mahindra Limited,2025-06-30,1243528831
Mahindra & Mahindra Limited,2025-03-31,1243528831
Mahindra & Mahindra Limited,2024-12-31,1243528831
Mahindra & Mahindra Limited,2024-09-30,1243528831
Mahindra & Mahindra Limited,2023-06-30,1243528831
Mahindra & Mahindra Limited,2023-09-30,1243528831
Mahindra & Mahindra Limited,2024-03-31,1243528831
Mahindra & Mahindra Limited,2024-06-30,1243528831
Mahindra & Mahindra Limited,2023-12-31,1243528831
Mahindra & Mahindra Limited,2023-03-31,1243528831
Mahindra & Mahindra Limited,2022-12-31,1243192544
Mahindra & Mahindra Limited,2022-06-30,1243192544
Mahindra & Mahindra Limited,2022-09-30,1243192544
Mahindra & Mahindra Limited,2022-03-31,1243192544
Mahindra & Mahindra Limited,2021-12-31,1243192544
Mahindra & Mahindra Limited,2021-09-30,1243192544
Mahindra & Mahindra Limited,2021-06-30,1243192544
Mahindra & Mahindra Limited,2021-03-31,1243192544
Mahindra & Mahindra Limited,2020-12-31,1243192544
Mahindra & Mahindra Limited,2020-09-30,1243192544
Mahindra & Mahindra Limited,2020-03-31,1243192544
Mahindra & Mahindra Limited,2019-09-30,1243192544
Mahindra & Mahindra Limited,2019-12-31,1243192544
Mahindra & Mahindra Limited,2019-06-30,1243192544
Mahindra & Mahindra Limited,2018-12-31,1243192544
Mahindra & Mahindra Limited,2019-03-31,1243192544
Mahindra & Mahindra Limited,2018-09-30,1243192544
Mahindra & Mahindra Limited,2018-06-30,1243192544
Mahindra & Mahindra Limited,2018-03-31,1243192544
Maruti Suzuki India Limited,2025-03-31,314402574
Maruti Suzuki India Limited,2024-09-30,314402574
Maruti Suzuki India Limited,2024-06-30,314402574
Maruti Suzuki India Limited,2024-12-31,314402574
Maruti Suzuki India Limited,2025-09-30,314402574
Maruti Suzuki India Limited,2024-03-31,314402574
Maruti Suzuki India Limited,2025-06-30,314402574
Maruti Suzuki India Limited,2023-12-31,314402574
Maruti Suzuki India Limited,2023-06-30,302080060
Maruti Suzuki India Limited,2023-11-24,314402574
Maruti Suzuki India Limited,2023-09-30,302080060
Maruti Suzuki India Limited,2023-03-31,302080060
Maruti Suzuki India Limited,2022-12-31,302080060
Maruti Suzuki India Limited,2022-09-30,302080060
Maruti Suzuki India Limited,2022-03-31,302080060
Maruti Suzuki India Limited,2022-06-30,302080060
Maruti Suzuki India Limited,2021-12-31,302080060
Maruti Suzuki India Limited,2021-03-31,302080060
Maruti Suzuki India Limited,2020-09-30,302080060
Maruti Suzuki India Limited,2020-06-30,302080060
Maruti Suzuki India Limited,2021-09-30,302080060
Maruti Suzuki India Limited,2021-06-30,302080060
Maruti Suzuki India Limited,2020-12-31,302080060
Maruti Suzuki India Limited,2019-12-31,302080060
Maruti Suzuki India Limited,2020-03-31,302080060
Maruti Suzuki India Limited,2019-09-30,302080060
Maruti Suzuki India Limited,2019-03-31,302080060
Maruti Suzuki India Limited,2019-06-30,302080060
Maruti Suzuki India Limited,2018-09-30,302080060
Maruti Suzuki India Limited,2018-12-31,302080060
Maruti Suzuki India Limited,2018-06-30,302080060
Maruti Suzuki India Limited,2018-03-31,302080060
Nestle India Limited,2024-12-31,964157160
Nestle India Limited,2025-08-14,1928314320
Nestle India Limited,2025-09-30,1928314320
Nestle India Limited,2025-06-30,964157160
Nestle India Limited,2024-06-30,964157160
Nestle India Limited,2023-12-31,96415716
Nestle India Limited,2024-03-31,964157160
Nestle India Limited,2025-03-31,964157160
Nestle India Limited,2024-09-30,964157160
Nestle India Limited,2023-09-30,96415716
Nestle India Limited,2023-06-30,96415716
Nestle India Limited,2018-06-30,96415716
Nestle India Limited,2018-12-31,96415716
Nestle India Limited,2018-09-30,96415716
Nestle India Limited,2018-03-31,96415716
NTPC Limited,2025-06-30,9696666134
NTPC Limited,2025-09-30,9696666134
NTPC Limited,2025-03-31,9696666134
NTPC Limited,2024-12-31,9696666134
NTPC Limited,2024-09-30,9696666134
NTPC Limited,2024-06-30,9696666134
NTPC Limited,2024-03-31,9696666134
NTPC Limited,2023-09-30,9696666134
NTPC Limited,2022-12-31,9696666134
NTPC Limited,2022-09-30,9696666134
NTPC Limited,2022-06-30,9696666134
NTPC Limited,2023-06-30,9696666134
NTPC Limited,2023-12-31,9696666134
NTPC Limited,2023-03-31,9696666134
NTPC Limited,2022-03-31,9696666134
NTPC Limited,2021-06-30,9696666134
NTPC Limited,2021-12-31,9696666134
NTPC Limited,2021-03-31,9696666134
NTPC Limited,2020-12-31,9696666134
NTPC Limited,2020-09-30,9894557280
NTPC Limited,2021-09-30,9696666134
NTPC Limited,2019-09-30,9894557280
NTPC Limited,2019-12-31,9894557280
NTPC Limited,2020-06-30,9894557280
NTPC Limited,2020-03-31,9894557280
NTPC Limited,2019-06-30,9894557280
NTPC Limited,2019-03-31,9894557280
NTPC Limited,2019-03-23,9894557280
NTPC Limited,2018-12-31,8245464400
NTPC Limited,2018-09-30,8245464400
NTPC Limited,2018-06-30,8245464400
NTPC Limited,2018-03-31,8245464400
Oil & Natural Gas Corporation Limited,2025-06-30,12580279206
Oil & Natural Gas Corporation Limited,2025-09-30,12580279206
Oil & Natural Gas Corporation Limited,2024-03-31,12580279206
Oil & Natural Gas Corporation Limited,2023-09-30,12580279206
Oil & Natural Gas Corporation Limited,2023-12-31,12580279206
Oil & Natural Gas Corporation Limited,2024-12-31,12580279206
Oil & Natural Gas Corporation Limited,2025-03-31,12580279206
Oil & Natural Gas Corporation Limited,2024-09-30,12580279206
Oil & Natural Gas Corporation Limited,2024-06-30,12580279206
Oil & Natural Gas Corporation Limited,2023-06-30,12580279206
Oil & Natural Gas Corporation Limited,2022-12-31,12580279206
