,2018-03-31,2018-06-30,2018-09-06,2018-09-30,2018-12-31,2019-02-14,2019-03-08,2019-03-23,2019-03-31,2019-05-28,2019-06-30,2019-07-03,2019-07-06,2019-09-04,2019-09-09,2019-09-26,2019-09-30,2019-10-16,2019-11-07,2019-11-23,2019-12-10,2019-12-12,2019-12-31,2020-01-15,2020-03-11,2020-03-31,2020-04-21,2020-05-30,2020-06-11,2020-06-30,2020-08-11,2020-08-15,2020-08-28,2020-09-04,2020-09-30,2020-12-31,2021-01-19,2021-01-23,2021-02-06,2021-02-18,2021-03-24,2021-03-31,2021-04-23,2021-05-14,2021-05-15,2021-06-30,2021-08-01,2021-08-03,2021-09-30,2021-10-30,2021-11-06,2021-12-08,2021-12-27,2021-12-31,2022-01-01,2022-02-21,2022-03-14,2022-03-31,2022-05-12,2022-06-30,2022-07-12,2022-08-10,2022-09-07,2022-09-19,2022-09-30,2022-10-19,2022-12-31,2023-03-18,2023-03-31,2023-06-30,2023-07-14,2023-08-10,2023-09-30,2023-10-07,2023-11-09,2023-11-22,2023-11-24,2023-12-31,2024-01-19,2024-01-21,2024-01-30,2024-02-08,2024-02-09,2024-03-29,2024-03-31,2024-04-12,2024-06-25,2024-06-30,2024-08-23,2024-09-10,2024-09-30,2024-11-01,2024-11-08,2024-12-10,2024-12-27,2024-12-31,2025-01-27,2025-03-31,2025-06-13,2025-06-24,2025-06-30,2025-07-21,2025-08-14,2025-08-28,2025-09-30
LT,0.06168034893360676,0.043923224889278904,0.04127354266422973,0.040347809730191524,0.04708582095910787,0.04035011487909363,0.043121596935542385,0.04345036754030652,0.042732177127979006,0.045885906691477595,0.04511367524772581,0.04562783554715378,0.045479822740080555,0.0407145897797595,0.04165557396844662,0.04370263867913188,0.04197058372079603,0.04051769033237164,0.03933192924160908,0.03823542398899369,0.03534316883863609,0.03514995272566139,0.034870280549204775,0.03483385418447264,0.03346252571535496,0.028126733768838993,0.029066933597319777,0.029447350491283865,0.028500981221058683,0.027939591013028515,0.026007016563408033,0.026801866878873565,0.02589390772219904,0.025384908419315393,0.02417858174405583,0.02828841181939616,0.028737845836866536,0.028709786298812923,0.03145493303383326,0.031297943267985365,0.028743949648697847,0.029573579830871867,0.028337879865702957,0.029746130800002924,0.029746130800002924,0.02923299850970642,0.031276562506968204,0.03110336275574839,0.029520881464545266,0.031048354961651647,0.03282298747162078,0.03185100000062074,0.0327221512736181,0.03266124418766126,0.03266124418766126,0.0322033226711854,0.03088796864517566,0.030345581656393783,0.02853934196965769,0.029315151426720462,0.030946032719198605,0.03180507424614696,0.03340568160807407,0.03249662103902455,0.030851191148786723,0.031109254760955985,0.0330542824454268,0.03741430868403037,0.03642615421418627,0.038014615818860197,0.03645757962801002,0.03949872573993246,0.04370855135749003,0.04443501763761488,0.044442221325102775,0.044334927957000635,0.044025596651027545,0.046414874899188316,0.04744236995841244,0.04744236995841244,0.04757039657043878,0.04287020396201033,0.04259723853522842,0.04756491850578351,0.04754434203459704,0.046299619545051844,0.043608344490317225,0.04242853342551729,0.04088000631962082,0.04058061019617496,0.04051205108300114,0.03922537814310628,0.03967575518174867,0.04158756835928931,0.03957311740539939,0.03982571848278886,0.03903784001568461,0.03922858009736576,0.03889745445058684,0.0379478167008406,0.037883806295582814,0.0368767747278161,0.03976734261508036,0.03625183013180774,0.03720146660561641
M&M,0.030842436595943303,0.027425590329700024,0.025405929158806517,0.024218733493832297,0.023343411514610574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03198914469546954,0.03100238695603249,0.028348902297581247,0.027455806546331722,0.030850575472253238,0.027563807676033746,0.029163231345452408,0.029402414663510443,0.03024809075902237,0.030019193487410244,0.02891003267071172,0.0270776568266775,0.02947289755930041,0.029986269333627566,0.029710829374254188,0.030904333958116936,0.031930738791585915,0.030339075495154282,0.03149846128026982
MARUTI,0.0898740432917301,0.06551679382926315,0.05783982941372038,0.05022539462575276,0.05267831623973211,0.04969081706176648,0.04832588333990401,0.04397833459097786,0.04377415696090149,0.04427517462748469,0.040863851712785934,0.04067345378693218,0.03996198149808446,0.03907385467706709,0.04187070799589382,0.043307580112545346,0.041157956131113164,0.042716937745580046,0.04299501356447831,0.04215280281220019,0.0414241928790389,0.04138894883860498,0.042597420637940815,0.042384015097213526,0.039629921024870514,0.03210057200749653,0.03593843796658539,0.038135281758808835,0.035764067532639304,0.037192282778644045,0.03868007974648583,0.038656634785810745,0.04031056522028932,0.04166645306396603,0.03890838979317377,0.03615279623150994,0.035753988390591844,0.03649474801114749,0.03343830706445232,0.03310966642626694,0.03191221122170177,0.03074742831033071,0.03075717098117457,0.030446101257201524,0.030446101257201524,0.031489933460018806,0.029307975960560916,0.029466357853309526,0.027356477065576434,0.0282801080173478,0.02864782240596945,0.027904580399054475,0.02748738920090878,0.027510215115696117,0.027510215115696117,0.03199640516758154,0.02782096777114913,0.02790823514471416,0.029163527316393007,0.03425923956915546,0.03387135721380656,0.03272777859878893,0.03221982410975897,0.033933940721580846,0.031688147431226915,0.030611749397724437,0.028594877639027884,0.0304611908197439,0.029997138014861785,0.03230636995121608,0.03043690706638963,0.03017792933267824,0.033713084996029104,0.03252221595852832,0.03358529419153505,0.033177543302326626,0.03467449610637971,0.03101967497681279,0.029875144514799497,0.029875144514799497,0.029802774784089107,0.03158512944742877,0.0314550005899565,0.03642146160152153,0.03640251972137072,0.0353043828874716,0.03368295612284518,0.032904499532652114,0.03195958176542377,0.031646309283256895,0.033363320939392524,0.027478718419586417,0.028014782003627392,0.02714325070135645,0.027438836172191828,0.02740609893569184,0.030960323999199995,0.029590157847450168,0.03075855134165617,0.03035133814033789,0.029261917066177208,0.029854117413522337,0.03198179481853753,0.03433906894718072,0.03724876665521118
NTPC,0.03915077250166239,0.02695809323099559,0.02536715828649209,0.025941506703215027,0.023923063366296352,0.02113999326764555,0.024011363512009005,0.029600505454462474,0.02950766403165159,0.02725854489972417,0.028952569603102076,0.02920883041772099,0.028092918433823735,0.026219372104978413,0.02735136205268295,0.024109480511833203,0.023586757018900655,0.023550401224847608,0.02310384629145686,0.023036350242588932,0.021433057037322834,0.022166078704540175,0.02254249769574575,0.0229773296320116,0.021763652528003444,0.02064495853278173,0.022902390313916967,0.021783984414730517,0.02116786409562481,0.019989699861525066,0.016815391147245753,0.016989626729725163,0.018874004947230058,0.017975288461093746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02006980051370058,,,,,,,,,,,,,,0.028893962578026264,0.028313720212720984,0.028313720212720984,0.02913590340868445,0.030002248010985978,0.029367075962654948,0.02993586424367958,0.029920295358528335,0.03211079718727647,0.030938019533526474,0.03190662037063184,0.03220499060383993,0.03154079015442663,0.034449506895188484,0.031378362266648266,0.03039700882868801,0.027596426351333175,0.02591121920875686,0.02594885424627681,0.025651265763445126,0.02832354503872368,0.025378919676176937,0.024491355144488202,,0.025351174917238144,0.02587539789908442,0.023748678411919636,0.02440030035495284
ONGC,0.07661124501466735,0.049954851262660256,0.04894855536078829,0.051455873860270035,0.04493540856549695,0.03975346221186429,0.04431515354427803,0.043438523121926295,0.043085883505409886,0.04581787693289064,0.043686547529083644,0.04311274811365438,0.0422601122678324,0.033210622678942384,0.03561491286320833,0.036045290165815425,0.033638738422587036,0.03612773054002527,0.03490357045722422,0.03327979783645473,0.031016276939065467,0.031002215716834976,0.03100861788579845,0.029402871788585267,,0.021292005767844804,0.020754311309199403,0.02355015217021143,0.023853006362791803,0.02158202605595694,0.01900549143663505,0.018839954395315855,0.01898733048240293,0.018799975470569205,0.016639838334524603,0.01831419247824416,0.0184371581715716,0.017513730780072317,0.018145225977136126,0.02035875780677485,0.019710628689080554,0.019069614669851933,,0.02125975577052562,0.02125975577052562,,,,0.02243445800179717,0.02346066718270687,0.023414791568510313,0.023195432494670612,,0.02196801949234109,0.02196801949234109,0.02528029367550888,0.027204791711781983,0.025193184885594893,0.0262039054046806,0.025525838961364664,0.020791028254283844,0.020537263246979746,0.020238131946009645,,,,,,,,,,0.025385668653875374,,,,,,0.02882604591965002,0.02882604591965002,0.02986165062846905,0.032131135237104036,0.03137500301067359,0.031002359907435016,0.030986236364887943,0.030598628396389074,0.029699209571908847,0.030000076819771754,0.033149232582897224,0.030522548042413444,0.030011245480310204,0.026894046695825433,0.02603812509711082,0.02491620592824393,0.0237725586871398,0.024162257198500382,0.02590263709139463,0.025317649835191375,0.02494729871465727,,,,,,
RELIANCE,0.08582912488060976,0.06922618544232309,0.07986893217442316,0.082481231311503,0.07589591104571491,0.08315512211855117,0.08430322512607406,0.08638394184524155,0.0865787975972661,0.07969714389951489,0.0751758434582942,0.07659406205093999,0.07615337520590669,0.07722086598814461,0.07749028798433472,0.07856875051788806,0.07832910841843405,0.0806310287434289,0.08256158324213371,0.08857789876869808,0.0891385669526634,0.08895730698271422,0.08397024813877833,0.082805343070764,0.07135637764495902,0.07998464781761558,0.08530559283115556,0.09639410743907353,0.10469871754571734,0.11214404572969543,0.1282290282750909,0.12812558049571002,0.124042629561952,0.12435264892030695,0.13318012216599695,0.09693002198285589,0.09400749131665981,0.0960051762146518,0.08867466090321768,0.09433046630548017,0.09551717019411685,0.092761340728723,0.09063572408025103,0.09045442067389255,0.09045442067389255,0.09135580232323012,0.08831431897744904,0.08827501621717822,0.0970241667292995,0.0990287689373732,0.09545638581901256,0.09381109181879772,0.09238670350196974,0.09067823099857476,0.09067823099857476,0.09215865097660057,0.0950701186845412,0.10052091034558878,0.09971654774744997,0.10851333271893399,0.10064985889505564,0.09838744234118624,0.09787721429722153,0.09457864026430012,0.08822150129437101,0.09050325461036748,0.08968759753979744,0.08416434473710287,0.08716693052540898,0.08699992082562569,0.08978714728179565,0.09121908950490583,0.08344270070299747,0.0819514896182046,0.08356098195281056,0.08455475452786791,0.08493817176933988,0.08374830007272181,0.0875870970642944,0.0875870970642944,0.09071966956833223,0.09174428608759333,0.09213050389619963,0.09242780389362382,0.09237973453267644,0.09087273956582097,0.08699445172627097,0.09211633413705943,0.08386087600681766,0.08116691064577611,0.08008717845356068,0.14250737121373033,0.13694993804994773,0.13404601730582003,0.13180382710467717,0.1320402426512216,0.13658729324816465,0.1409437569151468,0.15235256041263795,0.1502878054391313,0.15241829163488224,0.14798209482230976,0.14618991643940307,0.13885469825621324,0.13643032176164605
SBIN,,0.05688015519032779,0.057829298014369944,0.0536151806742849,0.061685634491186705,0.05587708081152669,0.05761980382808467,0.05909812250392521,0.06254298848775128,0.06675977737743764,0.06674090525102659,0.0673397535013115,0.06880518368845129,0.05446527472655938,0.054280203565313594,0.052587989372480715,0.049031136667297553,0.04632846616564304,0.05545740816617088,0.05808353504185386,0.05507866086662102,0.05622371801541201,0.057001574495004405,0.05425958756412319,0.04668958900854606,0.0435341757472106,0.039223411072053405,0.032389468724031194,0.03449558569631106,0.033585378710073444,0.03352209680021049,0.0340633278063538,0.03769380520764518,0.0353711506500588,0.03160371100834657,0.038390535261471515,0.03981198526480552,0.03800346076311903,0.05181938075861811,0.05417015348853052,0.0480130988879784,0.04824604730441337,0.045794292974519035,0.04813003014204606,0.04813003014204606,0.05188947834325544,0.053582553883144264,0.05399069111961863,0.04989361577146163,0.056071331935472826,0.057949189781564055,0.05450487183213643,0.05102886279337718,0.050392100896407874,0.050392100896407874,0.056178719128474594,0.054500101327765685,0.05381883883902214,0.05495450285524379,0.05566930912194496,0.0576368474524005,0.056045361711176,0.05773757590943336,0.06181582008794994,0.056268018948291004,0.05739981652344551,0.061760621822427655,0.05732805996618688,0.055976271736867776,0.05585419602126266,0.054719445019538036,0.05442354134703966,0.05618576223752727,0.055423373480731376,0.05517714459265227,0.05220602941380019,0.052448929077911814,0.05487481251766821,0.05303538966097191,0.05303538966097191,0.053279382281341145,0.058377123186534076,0.06033448903880477,0.06173023554507425,0.06169813121230012,0.06260489112985601,0.06646204654415774,0.06589251759862215,0.06012597275146112,0.05733014441129826,0.05636657576857384,0.057654738163498,0.05932011971726559,0.059687962792207346,0.05692595021830481,0.05695407882496042,0.054896962590693626,0.05624103637091253,0.05575512368046829,0.054339740435512894,0.054952050387809544,0.05823508994999708,0.05999521523150276,0.05480618551644056,0.059523805323050086
SUNPHARMA,0.03988469582948126,0.033254808261735554,0.03552568739445762,0.033836575446857066,0.024127579432047828,0.024797130199028444,0.025062341272575544,0.025227645316694757,0.025060767737968847,0.020575041676152043,0.01991480373307977,,,0.022698585389318456,0.02250883401056542,,,0.019442803472631682,0.02064779647411568,0.021438648357848374,,,,0.020201925019080712,0.019765570331877407,0.02094638511569419,0.027006065312745204,0.025602262778133364,0.02479599156350394,0.023930430326128592,0.02499908817558617,0.02476319893746157,0.02504713819624398,0.023586957698435045,0.022934571634940427,0.022235677233379082,0.021383186605478707,0.02071496680540643,0.02249538551255847,0.02160828126550399,0.020995117059521645,0.02128433304341889,0.023344201450832047,0.024821809609167255,0.024821809609167255,0.02247774780891019,0.0258199417090637,0.02583787767030082,0.024228936549175847,0.02386580577332493,0.023362394851599206,0.022582940538435566,0.02378371867079817,0.02488272130495336,0.02488272130495336,0.02489980378853235,0.026946936471816053,0.026816812688456353,0.02714383525240541,0.0266818902518043,0.027210745265682023,0.026923607010686544,0.026035816590949726,0.025406741599990637,0.027045933400538357,0.027240997311721454,0.027093472958054792,0.0278603358070308,0.02824744433395668,0.027565572474460506,0.027009246337500147,0.029339483404076223,0.029240154889686922,0.02826603126577185,0.030168325168199613,0.03023512610312515,0.030082242593380066,0.028939209529616716,0.030335907264153812,0.030335907264153812,0.031350274669662274,0.03364347935537369,0.03432663632792445,0.03574719868013022,0.035728607467055515,0.03382452525623999,0.0319321697340622,0.03173524650533642,0.03520476057927043,0.036163662271377885,0.037056617415667,0.03507732028645084,0.03422795027547601,0.033479964395073655,0.0356218272646711,0.03633360004044369,0.035199766247943715,0.03399718038692491,0.0319293353722983,0.03052008336047254,0.030177422124403403,0.031080616581398376,0.030968634202785877,0.028168480201927536,0.028273548520968743
TCS,0.09156238377005817,0.17384681851615424,0.1736706262893749,0.18541096593346185,0.1659282679171452,0.1798404440209946,0.17426377100787732,0.1672087238667671,0.16489258540792,0.1616689114103305,0.17300612599040063,0.1730305011354582,0.16883085272107348,0.18691357053972493,0.17920025365965161,0.16376981641421243,0.15981438674213708,0.15567960840251338,0.16016466399957738,0.15364067877626594,0.14873522385183854,0.14843246673028646,0.1552312040227944,0.15668060343796078,0.156477763544602,0.1697999194934448,0.1551105218441644,0.16652194069843698,0.16928458861185838,0.16476453369097707,0.16474757477253046,0.16342075012839305,0.15778362248227382,0.16475733092996733,0.1786268452145889,0.16806291157114292,0.18279019456296036,0.18603881445510065,0.17502998148686116,0.1677126869862771,0.17509105356139784,0.17443636592910447,0.17542133528512857,0.16888283269725515,0.16888283269725515,0.17165345377597438,0.1629114414783966,0.16463440759359452,0.17235665198148317,0.15725333818215897,0.15887076320484061,0.16668796491472193,0.17066630257782348,0.1695746730151856,0.1695746730151856,0.16920104349308585,0.16962173150044785,0.16720457409676961,0.16600161220545875,0.16005334067410382,0.1503125858605235,0.1497476798036014,0.13992270330189496,0.13414164052099625,0.13063303530619932,0.13275856569649966,0.13437313558551914,0.14104769512618667,0.14047824003772943,0.13200914581270556,0.13492508356446645,0.13388824327634105,0.1358024042181601,0.1384775648852712,0.13093681090228435,0.1351823547828793,0.13266867391139606,0.1314384905543033,0.13505201214229454,0.13505201214229454,0.13097880426294564,0.1398603628527433,0.139414069333546,0.12893924903466294,0.1288721909954038,0.13252906381036397,0.1227943260303511,0.12284858802461678,0.13345111392855336,0.13386732984981525,0.12379843571339383,0.11340090371263357,0.11828250949862601,0.12364035108863514,0.12019849816401337,0.11893427900201281,0.12075814628341548,0.10657381024930244,0.09829570098178005,0.09390143283954876,0.09401586114671541,0.0874661610143587,0.08598711517848316,0.082872182673612,0.0772424010162227
TECHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021607063331422496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TITAN,0.02808808681434225,,,,,0.021689619429513713,0.02146779736340819,,,0.02271554672202105,0.024529400306704852,0.024303942956470766,0.02360157778028183,0.02042728438668183,0.02113899288524134,0.023911377180900046,0.02292914431846078,0.02294030064755206,0.020239135552881454,0.01992534037977976,0.020617108404418466,0.020644365027785105,0.020182862917840008,,0.022505271672226095,,,,,0.01778311224660771,0.01822901941577116,0.019040206516479533,0.01891243586317108,0.019743084825611313,0.020371216256085494,0.021767073651256,0.020158494444207427,0.019870954203305972,0.019793697778870155,0.018598072992260756,0.01975167758034457,0.02052593904427451,,,,0.02133292027134187,0.021164596813070542,0.02213509994920595,0.02368598238195927,0.026475900194362616,0.026426574858294038,0.026533899452780365,0.025835700167137904,0.027460786139666685,0.027460786139666685,0.026796907765202632,0.028372854391672878,0.0275104152872724,0.024205627762395963,0.023074039659338092,0.025182676490134268,0.026360506530487004,0.028431925136477097,0.028151466203884177,0.027500850941324585,0.027286143576173726,0.026003399211899914,0.026432655186549053,0.02673743037713644,0.029559631215346653,0.028460327267411902,0.028204560996430268,0.02940288624602146,0.030707042251960887,0.031164317175525966,0.031867050071062185,0.03162899884720828,0.031248829194332174,0.03202517019026564,0.03202517019026564,0.03159087629913432,0.02946193137392982,0.029722470577767935,0.031030325003523474,0.03101418691703788,0.029413930650818397,,,,,,,,,,,0.024194811118869418,,,,0.024589702031555336,,0.02435991944612446,0.023910395715141187,
ULTRACEMCO,0.03642036960936653,0.025770404150463885,0.024929975619378472,0.025228836306011637,0.02560261329842498,0.02249901410690357,0.02504578309669476,0.02397830242242122,0.02358450829771761,0.02723439625161075,0.025902620806685258,0.025815282466008064,0.025833458218778978,0.023618859982904684,0.023467914076085197,0.025239266945598905,0.024189628717403225,0.025074480466630272,0.02360476373873681,0.023279381758703775,0.022953460305399905,0.022552517684353218,0.022347602795995028,0.02438765229418287,0.024601050213759638,0.02320781824387844,0.02336681650165818,0.025358210219864286,0.023331552755383025,0.023698685032692884,0.0220588942911709,0.022481460162386998,0.022025236732857986,0.021682902877275253,0.0223244814891695,0.023880131866425076,0.023673737308412806,0.023978844355909613,0.027081270838554553,0.026692186088513745,0.029596434673610953,0.028861422403991494,0.026712625201167694,0.027502256187710232,0.027502256187710232,0.027128160612881192,0.030580114076161503,0.030674847647922335,0.026347911092557456,0.02757863684228324,0.027846449717811292,0.026625594629677587,0.026106041388869374,0.026871171808194615,0.026871171808194615,0.02418805763576135,0.021931487934146815,0.023286918562613446,0.023764880893804304,0.02167157619924008,0.022215611301376437,0.023230400025093575,0.023730515052587636,0.02257095159689746,0.021455759498462092,0.021466336826392755,0.022653172572216197,0.02551546122404743,0.026350831261630025,0.026161046224903686,0.02478317919815756,0.024864495540496297,,0.024724839595703953,0.0266236568379336,0.026465722999151335,0.0259056865444575,0.029037353276704602,,,0.02739797729179569,0.026987290111883153,0.02676411184967796,,,,,0.029295443644387506,,0.027347279660861482,0.027312355908431916,0.0253133899493166,0.02513338577796288,0.026142847015424197,0.026267433965515747,0.026481931547206548,0.026641254472017803,0.02770338452595995,0.026077893157732672,0.02611921513477017,0.026747210111549246,0.028369251361698915,0.028541126714889755,0.02731743850231261,0.0266201865338433
WIPRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017113086282759513,0.01726877477755872,0.017604949180448214,0.018283933111121677,0.017215895785865465,,,,0.0198754485319325,0.020430813802858723,0.020430813802858723,0.02073352738947567,0.022366131022445435,0.022249239841538582,0.021445228165035225,0.0221753256760373,0.02192843087498223,0.02184871195781109,0.023931998020602464,0.024041494852462132,0.024041494852462132,0.019238712312712763,0.0206345180276084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024855632071989063,0.025800325158655175,0.025368886222842727,0.026470123396557167,,,,,,,,
