,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,2024-03-31,2024-06-30,2024-09-30,2024-12-31,2025-03-31,2025-06-30,2025-09-30,2025-12-31
LT,4.617465571699674,4.1686419062362505,4.039836919458037,4.010596157245874,3.988272972399382,3.908091767039426,3.7332299894928953,3.7037936853862563,3.6480640524409083,3.5778458743491215,3.5468714473683622,3.5352181327324708,3.5166330777960284,3.5048413741361366,3.5078640684525775,3.495563642949328,3.4969460048135956,3.4880539963776487,3.3384423765902396,3.339185484472353,3.3305036680061737,3.329248789435759,3.2047553524336374,3.208258597963188,3.1881736001424144,3.150124348451051,3.131455862091012,2.9158252694455724,2.8913565249008157,2.873540750147601,2.8608924984810535,2.8563786525917094
M&M,,3.697169501935815,3.5829323284090497,3.555748892521639,,,,,,,,,,,,,,,,,,,,,,2.849238717453235,2.8320509752538956,2.636776969712345,2.614532929231845,2.5984228683137602,2.586985582667869,2.5829039003801504
MARUTI,0.9953437125198566,0.8983654144043361,0.8706072265035603,0.8640019954928801,0.8588810868881767,0.841396859907482,0.8036499673942786,0.7971338447775907,0.7849659308379435,0.7698019050396934,0.7631143505346603,0.7604869598919205,0.7563281655108869,0.7537654783192813,0.7543881069287552,0.7516447609347409,0.7518404007849533,0.7498666648555609,0.7176794689182523,0.7177508889840458,0.7158246152244199,0.7155088001821003,0.7043754313607049,0.7338299790919007,0.7291720872866029,0.7203757278288274,0.716030134663629,0.6666588225982847,0.6610348407420655,0.6569617187575358,0.6540700189778453,0.6530380433730039
NTPC,27.16852991669266,,23.76376942098675,,28.132436516742352,27.559745007885383,26.32335492601803,,25.71136395273674,,,,,,,,,,,,,,,22.6324619924211,22.48880533862962,22.217511882690225,22.083487006427216,20.560798678515592,20.38734629958109,,20.172540324963148,
ONGC,42.28508147046062,38.165162707624624,36.98591455234655,36.705305223222716,35.76854386815869,35.04040425802283,33.46841553763204,33.19704826546432,,,,,,,,,31.310779533828395,31.228582287606084,,,,,,,29.17656916920555,28.82459794782759,28.650716498199635,,26.45017423244419,,,
RELIANCE,20.87246363018858,18.84401662308135,18.267647211260122,18.129399499864526,18.022322427205594,17.656402179723,16.864523187310557,16.7279948325506,16.472815259033922,17.2314616635466,17.082252771330072,17.02351437017879,16.930422687121414,16.873059872045776,16.886997429691856,16.835351373867304,16.83973331836055,16.7955255494549,16.07459622019273,16.076195887968353,16.033288142698993,16.026249936882405,15.776880325599127,15.792407718255964,15.692167432913823,15.503140093938224,15.409618981234468,28.69402647810898,28.451961603506703,28.276856539577686,28.152392392746613,28.107974239759496
SBILIFE,,,,,,,,,2.59860439486504,2.548439207252622,,,,,,,,,,,,,,,,,,,,,,
SBIN,29.406217970163247,26.54111224146898,25.721030380701027,25.52588687358869,25.374664101883045,24.858112516932422,23.74292354253936,23.55041211672115,23.190924949344083,22.74292106738995,22.5453448815607,22.46772161561418,22.34485476932017,22.269143093189555,22.287537946757542,22.20648891194229,22.212268868632297,22.153957583646477,21.203023495025533,21.20513351962373,21.148224426606696,21.13889403023554,20.80997130607742,20.830452198939533,20.698233571515562,20.44854180402783,20.32520536796477,18.923753098800976,18.764110954316287,18.648491461760674,19.20299233826328,19.17269432878714
SHREECEM,,,,,,,,,,0.09194591839546479,,,,,,,,,,,,,,,,,,,,,,
SUNPHARMA,7.9056897748105195,7.135426758531445,6.914952942980411,6.862500015984133,6.821845264604393,6.682973082116749,6.383160379432036,6.33140469299902,6.23475845482181,6.114314962511447,6.061197641931907,6.040329034288699,6.007296927530467,5.986942240776265,5.991887600612439,5.970097992989056,5.971651904009003,5.95597508761491,5.700321454605745,5.700888723631771,5.685588885591273,5.683080457609997,5.594651313537788,5.600157493842803,5.564611211403882,5.497482585237701,5.4643195817864205,5.087546853605247,5.044627941820917,5.01354427768222,4.991476530857244,4.983601101832026
TCS,6.307513702349744,11.385920440943991,10.814527915761925,10.732478912514,10.668867897840896,10.451681944161624,9.982796767941881,9.901854653294262,9.750706993395568,9.56234216558554,9.479270554552267,9.446633575916524,9.261441285040851,9.230060492893637,9.237684747247744,9.204091739600125,9.106932284007934,9.083024710756051,8.693145936607804,8.694011037368847,8.67067836640429,8.66685294520895,8.531996084838749,8.444781650186512,8.39117948024708,8.289952578847672,8.23994428473838,7.671788223996634,7.607068465832551,7.560195720409296,7.526918566391144,7.5150427792204
TITAN,,,,2.539224250057953,2.5241743596882253,2.4727897872283306,2.3618550609963855,2.342704761979766,2.306944355974517,2.262378646362405,2.242724524425942,2.2350028593496774,2.22278053625504,2.2152490288092435,2.217078878360753,2.2090164309235494,2.2095913988686795,2.2037907662760836,2.1091954888441644,2.1094053860017516,2.103744240462496,2.1028160884232943,2.0700961175857278,2.0721334782420673,2.058980876382259,,,,,1.8550787105284725,,1.8439993333516171
ULTRACEMCO,0.9048439123713503,0.8166983134280655,0.7914831125769112,0.7855064859352442,0.7808706005273078,0.7649942911295137,0.7306767345021782,0.7616099810300628,0.7500027449992037,0.7355141404278108,0.7291269093832525,0.7266438015026547,0.7227113731963105,0.7202652107050963,0.7208729485210514,0.7182649697032141,0.7184665062083605,0.7165803836271744,0.6858245445496975,0.6859059530109869,0.6840861718253404,0.6837843594837271,0.6731446252603376,0.673807893015311,,0.6614784921464428,0.6574881905533271,0.612159244229515,0.6195624683073822,0.6157485678288557,0.6130382729256718,0.6120710362015637
WIPRO,,,,,,,,,,,14.437103313716237,14.388371374324107,,13.672077116768882,13.687314609390672,13.638695015975909,,,,,,,,,,,,22.198952054192116,,,,
