date,ADANIENT,ADANIPORTS,AMBUJACEM,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJAJHLDNG,BAJFINANCE,BEL,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HINDALCO,HINDPETRO,HINDUNILVR,ICICIBANK,ICICIGI,ICICIPRULI,INDIGO,INDUSINDBK,INFY,IOC,ITC,JIOFIN,JSWSTEEL,KOTAKBANK,LT,LTIM,M&M,MARUTI,MAXHEALTH,NESTLEIND,NTPC,ONGC,RELIANCE,SBILIFE,SBIN,SHREECEM,SHRIRAMFIN,SIEMENS,SUNPHARMA,TATACONSUM,TATAMOTORS,TATAPOWER,TATASTEEL,TCS,TECHM,TITAN,ULTRACEMCO,UPL,VEDL,WIPRO,YESBANK,ZEEL
2020-09-30,296.3574523925781,331.7426452636719,195.6539306640625,2123.1416015625,1901.3895263671875,422.88427734375,2519.46728515625,583.9212646484375,2222.10498046875,321.1596374511719,29.38282585144043,403.8375854492188,122.77409362792967,3505.52685546875,746.190673828125,70.58792877197266,2956.624755859375,1005.4550170898438,2100.15234375,46.481388092041016,722.8204956054688,662.5712890625,510.8117370605469,550.9671020507812,169.12832641601562,96.16573333740234,1889.74072265625,343.1097717285156,1251.05322265625,417.6197509765625,1246.99267578125,509.3123779296875,878.1493530273438,34.1466064453125,140.5767059326172,,262.9238586425781,1262.923828125,839.3173217773438,2384.94189453125,579.9346923828125,6463.17626953125,114.82726287841795,750.6160888671875,69.31707763671875,51.00284957885742,1013.1242065429688,802.7863159179688,171.0716552734375,19846.1953125,112.28970336914062,723.0374145507812,475.2679138183594,480.9735412597656,130.9423828125,51.20426940917969,30.97006607055664,2217.062744140625,639.7640380859375,1182.95068359375,3940.163330078125,477.7296752929688,60.54778671264648,148.2505340576172,13.149999618530272,197.8944396972656
2020-12-31,478.3514404296875,469.5845642089844,239.78843688964844,2384.82177734375,2650.229736328125,617.8701782226562,3011.75634765625,888.6358032226562,2832.046142578125,518.6984252929688,36.80908203125,488.9797058105469,132.52853393554688,3300.815185546875,789.7754516601562,87.54305267333984,3726.78564453125,1008.8079833984376,2412.963134765625,66.00035858154297,901.1944580078124,775.9782104492188,680.2142333984375,666.3018188476562,232.14730834960935,115.99510955810548,2202.8232421875,517.49365234375,1464.151123046875,494.9622497558594,1720.3927001953125,864.2568359375,1105.50634765625,42.02481460571289,171.1155242919922,,366.5315246582031,1987.2974853515625,1221.8582763671875,3448.551513671875,687.4500122070312,7331.6650390625,139.51486206054688,874.052734375,80.92422485351562,68.53163146972656,900.1970825195312,894.5955200195312,253.700927734375,23526.28125,191.0876922607422,900.8948364257812,562.5435180664062,567.5093994140625,180.5983428955078,72.67547607421875,55.410377502441406,2557.458984375,816.8507080078125,1543.1484375,5145.30615234375,443.009033203125,78.67546081542969,182.62405395507807,17.850000381469727,211.72525024414065
2021-03-31,1028.5728759765625,681.8319702148438,298.6662902832031,2868.9912109375,2432.5166015625,694.5499877929688,3209.8701171875,964.6895751953124,3031.340087890625,504.46044921875,39.20566940307617,496.2708129882813,156.56549072265625,3345.76318359375,785.1038818359375,87.1419448852539,3514.25048828125,875.2525024414062,2482.60888671875,75.3102035522461,1408.8782958984375,809.15234375,707.3744506835938,685.7048950195312,315.4327697753906,124.83179473876952,2236.0205078125,562.9998779296875,1383.5203857421875,442.1272583007813,1629.19677734375,921.7162475585938,1204.3223876953125,47.16276931762695,183.13365173339844,,443.4444274902344,1745.706787109375,1346.4544677734375,3820.593505859375,758.6658325195312,6574.1162109375,204.81759643554688,815.82861328125,89.47725677490234,76.52459716796875,908.26806640625,871.4453125,336.1456298828125,28867.92578125,259.70758056640625,1061.970458984375,572.6823120117188,614.6494750976562,296.4621887207031,99.19026184082033,69.89033508300781,2844.35888671875,832.1687622070312,1534.1878662109375,6555.94482421875,609.7251586914062,111.50565338134766,196.2557373046875,15.600000381469728,192.4947204589844
2021-06-30,1503.7823486328125,687.87939453125,329.4177551269531,3577.875244140625,2883.19970703125,745.1885375976562,3614.973388671875,1208.1868896484375,3327.012939453125,589.2905883789062,55.78424072265625,504.2812805175781,171.25433349609375,3436.925048828125,936.133544921875,98.03885650634766,4276.16650390625,1051.0491943359375,2546.677734375,83.17469787597656,1455.6934814453125,824.1259765625,712.45751953125,677.9489135742188,359.0538635253906,156.0796661376953,2289.064453125,610.1986694335938,1512.6826171875,610.0012817382812,1714.0533447265625,981.4932861328124,1406.6273193359375,55.40406036376953,174.61593627929688,,647.3938598632812,1698.7530517578125,1423.935546875,3836.613525390625,741.9232788085938,7203.52197265625,253.3466644287109,842.6213989257812,97.74897003173828,88.17371368408203,960.37109375,1000.216552734375,390.3739929199219,26946.884765625,247.1890411376953,1163.9346923828125,647.06982421875,729.9198608398438,333.5936584472656,118.76060485839844,102.67742919921876,3009.287841796875,919.4605712890624,1705.9659423828125,6592.96630859375,753.1676025390625,128.1279296875,258.5704345703125,13.550000190734863,203.4362335205078
2021-09-30,1465.4027099609375,721.3104858398438,387.0042114257813,4432.33447265625,3125.930908203125,763.3626708984375,3467.48681640625,1775.11279296875,4555.8330078125,752.3527221679688,63.99425506591797,672.716796875,179.35191345214844,3718.77978515625,952.581298828125,126.82176971435548,4673.99951171875,950.28125,2676.743408203125,88.28801727294922,1631.2615966796875,1078.671875,758.6180419921875,713.6096801757812,474.1631164550781,172.5104217529297,2502.567626953125,679.8381958007812,1538.5728759765625,668.8906860351562,2018.2891845703125,1079.0611572265625,1490.6260986328125,65.2682876586914,203.43145751953125,,638.8119506835938,1998.1480712890625,1634.29296875,5478.1982421875,774.72998046875,7077.9052734375,357.92059326171875,929.2369995117188,122.45052337646484,109.94634246826172,1146.2889404296875,1205.5380859375,421.8497314453125,28376.134765625,239.125244140625,1226.333984375,785.9349365234375,787.1987915039062,327.4541931152344,154.40826416015625,113.44157409667967,3403.276123046875,1189.8779296875,2133.846923828125,7231.43310546875,680.1211547851562,149.05650329589844,300.4847717285156,12.550000190734863,291.41705322265625
2021-12-31,1706.309326171875,713.88134765625,365.0527038574219,4958.28857421875,3263.01953125,675.7285766601562,2939.671630859375,1637.334228515625,5146.5107421875,684.5751953125,66.20146942138672,668.3186645507812,161.8280792236328,3395.8193359375,914.3734741210938,106.0406723022461,4556.63037109375,955.4019165039062,2486.50634765625,74.04834747314453,1585.1412353515625,1121.1060791015625,703.658203125,641.6460571289062,462.1134338378906,168.1114044189453,2199.545166015625,717.9599609375,1360.050537109375,558.3297729492188,2014.1463623046875,861.9193115234375,1694.64404296875,60.23982238769531,187.83921813964844,,627.0069580078125,1789.5157470703125,1819.4639892578125,6983.0673828125,807.62744140625,7163.17138671875,440.8928833007813,947.2418212890624,107.38699340820312,112.35333251953124,1077.5367431640625,1186.5882568359375,428.7874450683594,26496.830078125,225.13815307617188,1359.9154052734375,812.3008422851562,719.3251342773438,473.8679809570313,214.9071044921875,97.8234405517578,3376.21044921875,1558.5546875,2489.726806640625,7422.04248046875,717.9857788085938,183.7440490722656,338.9871826171875,13.699999809265137,308.33306884765625
2022-03-31,2011.0484619140625,756.7944946289062,295.53887939453125,4466.455078125,2970.760986328125,757.985107421875,3304.953369140625,1702.628173828125,4747.64111328125,712.3072509765625,67.46096801757812,737.8578491210938,152.90570068359375,3019.51025390625,985.9950561523438,136.9992218017578,4287.65625,836.3319702148438,2357.23583984375,92.25640869140624,1625.9361572265625,997.3909301757812,699.3535766601562,531.6510620117188,553.4088745117188,154.88558959960938,1909.2425537109373,708.4052734375,1289.2454833984375,498.6936340332031,2010.7520751953125,907.7738037109376,1711.7901611328125,66.45535278320312,220.9118804931641,,700.3226318359375,1747.4207763671875,1696.3843994140625,5862.4619140625,778.1065063476562,7293.24072265625,346.0744934082031,835.47314453125,119.93612670898438,130.67886352539062,1198.8428955078125,1114.69482421875,459.6113586425781,23637.466796875,212.3008575439453,1371.714111328125,885.5570068359375,752.1735229492188,426.0784606933594,232.12301635742188,115.05223083496094,3383.58984375,1305.17138671875,2503.298583984375,6455.30615234375,739.6089477539062,224.8792724609375,280.9438781738281,12.300000190734863,277.1441650390625
2022-06-30,2186.874755859375,656.9408569335938,358.4983215332031,3643.007568359375,2614.63232421875,634.1521606445312,3479.395751953125,1091.378662109375,4368.265625,531.7973022460938,74.91751098632812,669.442626953125,131.22616577148438,3320.662109375,888.3204956054688,138.90769958496094,3536.058837890625,855.4808959960938,2680.724609375,80.13534545898438,1290.537841796875,848.0559692382812,648.6141357421875,544.82861328125,329.0814819335937,124.89754486083984,2097.164794921875,685.9977416992188,1087.99169921875,487.3571472167969,1603.490234375,770.8895874023438,1326.25439453125,62.22333526611328,246.705078125,,539.5921020507812,1655.0106201171875,1495.4267578125,3814.25537109375,1054.5994873046875,8170.44873046875,365.2870788574219,843.9221801757812,126.95465087890624,120.8320770263672,1181.052001953125,1075.0849609375,440.6335754394531,18697.15234375,239.7071990966797,1390.3939208984375,804.092529296875,688.8657836914062,404.51666259765625,198.24398803710935,80.43057250976562,2975.705810546875,870.433349609375,1916.1044921875,5482.458984375,607.7556762695312,134.80889892578125,199.12109375,12.649999618530272,205.77963256835935
2022-09-30,3450.867431640625,807.7575073242188,509.2058410644531,4347.07666015625,3242.533935546875,731.2627563476562,3311.5087890625,1675.5919189453125,6186.43115234375,722.3650512695312,97.44845581054688,785.2650756835938,131.97601318359375,3681.476806640625,1085.090087890625,161.05087280273438,3636.54296875,849.9556884765625,3545.74462890625,77.92558288574219,1646.760498046875,821.5424194335938,683.9077758789062,525.46240234375,382.9960632324219,131.35365295410156,2535.147705078125,841.174560546875,1122.02490234375,524.1830444335938,1852.1700439453125,1159.4666748046875,1282.2999267578125,58.026634216308594,299.6542358398437,,622.4354858398438,1813.6220703125,1795.914794921875,4277.09521484375,1235.9949951171875,8571.2431640625,406.0514831542969,924.82666015625,144.5562286376953,103.50758361816406,1085.4349365234375,1242.9178466796875,501.8247680664063,20734.0234375,224.0304107666016,1604.9088134765625,921.3903198242188,782.9771118164062,397.4440002441406,212.2642059326172,92.1141357421875,2743.796142578125,903.8546142578124,2582.28466796875,6150.9443359375,654.504150390625,176.59933471679688,188.6876373291016,15.649999618530272,250.8191070556641
2022-12-31,3852.898681640625,805.2474365234375,517.6004028320312,4440.49658203125,2999.916015625,931.2828369140624,3394.396240234375,1545.3062744140625,5558.03515625,647.4722290039062,96.43488311767578,791.3516235351562,143.10391235351562,4126.3515625,1047.134521484375,181.79446411132807,3349.95361328125,830.7146606445312,3117.109130859375,85.98223114013672,1694.5947265625,924.94677734375,783.4132690429688,560.9258422851562,464.194580078125,142.80079650878906,2424.0029296875,869.3275146484375,1210.2274169921875,449.7837829589844,2004.3128662109373,1193.60888671875,1383.21142578125,66.30377197265625,299.06787109375,,756.8456420898438,1821.6475830078125,2027.3416748046875,4188.39404296875,1217.4774169921875,8150.3095703125,437.55804443359375,952.7426147460938,150.7133331298828,125.78252410888672,1162.7880859375,1223.88330078125,580.418212890625,22958.2890625,257.5821228027344,1637.11376953125,972.6245727539062,747.9658203125,381.0885009765625,203.63638305664065,104.49805450439452,2981.760009765625,926.6777954101562,2572.924072265625,6843.17236328125,697.4527587890625,213.72195434570312,187.96975708007807,20.600000381469727,233.2331085205078
2023-03-31,1747.9769287109375,621.9727783203125,361.01666259765625,4280.9521484375,2682.9619140625,856.231689453125,3646.625732421875,1264.418701171875,5730.82861328125,553.091796875,95.38124084472656,735.2963256835938,149.07920837402344,4140.43359375,876.3833618164062,176.81068420410156,2771.033447265625,906.2279663085938,2847.769287109375,97.68710327148438,1605.3173828125,974.5804443359376,774.4635620117188,494.5062561035156,397.50982666015625,143.8028106689453,2423.3408203125,856.05615234375,1046.521728515625,434.2362060546875,1907.4266357421875,1044.762451171875,1309.612060546875,67.51717376708984,351.3839416503906,,678.06201171875,1727.5369873046875,2103.544189453125,4587.2802734375,1129.275634765625,8050.84130859375,439.1010437011719,957.5291748046876,162.68829345703125,132.90574645996094,1064.116455078125,1097.0377197265625,495.3463439941406,25861.34375,238.1790008544922,1938.480224609375,962.0196533203124,691.303955078125,413.35748291015625,186.5277862548828,96.93783569335938,3001.9677734375,1004.584716796875,2491.10546875,7495.23095703125,698.9136352539062,197.75274658203125,175.23886108398438,15.050000190734863,206.2225646972656
2023-06-30,2384.676025390625,727.63623046875,420.6182556152344,5062.78271484375,3288.006103515625,984.8410034179688,4538.69921875,1526.29296875,6793.2431640625,708.1138305664062,122.95430755615234,862.6724243164062,157.91224670410156,4895.830078125,987.7682495117188,191.1690673828125,3517.1962890625,1011.4702758789062,3457.38134765625,97.59420013427734,1705.5576171875,1085.0390625,828.0470581054688,647.2039794921875,412.8081359863281,166.30233764648438,2555.539306640625,912.0206298828124,1321.5443115234375,570.5765991210938,2622.46826171875,1359.5565185546875,1241.2862548828125,79.13117218017578,422.7229309082031,,773.351318359375,1840.888427734375,2406.16796875,5008.984375,1416.6868896484375,9504.1787109375,596.7334594726562,1118.106201171875,175.7423858642578,141.04461669921875,1164.180419921875,1302.0784912109375,552.3117065429688,23641.1171875,332.8703308105469,2194.42724609375,1029.05078125,848.715087890625,585.0167846679688,219.5352478027344,107.28604125976562,3115.185546875,1031.024658203125,3018.81494140625,8156.63134765625,669.5994262695312,229.88345336914065,186.7055206298828,16.25,172.31365966796875
2023-09-30,2411.693603515625,817.6468505859375,421.9767150878906,5111.46044921875,3091.4326171875,1035.0159912109375,4898.72509765625,1538.529296875,6999.47216796875,772.4073486328125,135.84608459472656,913.628173828125,151.74888610839844,4420.916015625,1163.7457275390625,248.5794982910156,3725.219482421875,1103.8212890625,3365.536865234375,115.57086181640624,1920.315185546875,1137.5615234375,742.8284301757812,633.4887084960938,486.2758483886719,154.82485961914062,2352.720458984375,936.5487670898438,1287.2391357421875,564.8654174804688,2377.182861328125,1413.161376953125,1334.1851806640625,81.30148315429688,415.98333740234375,230.84002685546875,771.4630126953125,1731.802978515625,2972.24755859375,5060.75634765625,1530.655029296875,10398.7666015625,565.7670288085938,1099.1865234375,231.3368988037109,169.28097534179688,1163.8856201171875,1300.5841064453125,577.09033203125,25203.455078125,368.196533203125,2139.689697265625,1137.8154296875,864.4886474609375,620.9832763671875,259.56317138671875,123.47473907470705,3337.369873046875,1144.0775146484375,3129.113525390625,8154.49560546875,609.60546875,184.0639190673828,194.8137664794922,17.25,257.037353515625
2023-12-31,2846.345947265625,1015.0354614257812,517.4380493164062,5674.91259765625,3333.27587890625,1100.5093994140625,6575.79541015625,1683.916748046875,7556.8896484375,724.6433715820312,180.931640625,1017.969482421875,206.6256256103516,5201.68896484375,1222.759521484375,331.14044189453125,3862.498046875,1145.48876953125,4045.635498046875,150.59515380859375,2110.527587890625,1363.5574951171875,831.8676147460938,642.7316284179688,606.8947143554688,242.24212646484372,2560.63330078125,980.52783203125,1401.072998046875,533.5892333984375,2962.094482421875,1581.3936767578125,1452.616943359375,121.99996948242188,432.551513671875,232.5873107910156,871.0625610351562,1903.8160400390625,3466.172119140625,6138.54736328125,1703.1461181640625,10096.6708984375,684.27490234375,1305.6649169921875,295.9705505371094,186.34371948242188,1282.97900390625,1427.314697265625,619.03076171875,28359.009765625,397.8443603515625,2344.89013671875,1236.802734375,1071.417724609375,768.543212890625,328.68438720703125,133.72439575195312,3597.1025390625,1203.554931640625,3652.470458984375,10375.3642578125,580.9181518554688,223.22093200683597,226.1192626953125,21.450000762939453,266.8991394042969
2024-03-31,3194.17822265625,1329.6484375,608.2801513671875,6329.9775390625,2788.91455078125,1045.498779296875,8850.103515625,1642.013427734375,8145.86572265625,716.48486328125,199.38624572753903,1211.6617431640625,276.2038879394531,4785.4326171875,1468.675048828125,386.7127380371094,3408.76171875,1216.6138916015625,3924.36865234375,173.45346069335938,2270.28515625,1446.6651611328125,704.6722412109375,629.4635620117188,553.001220703125,297.1699523925781,2176.53125,1075.66845703125,1661.9305419921875,607.21533203125,3542.6630859375,1535.9482421875,1410.391357421875,157.60873413085938,406.8484497070313,353.1992492675781,821.5349731445312,1781.4912109375,3700.035400390625,4815.7021484375,1892.1820068359373,12348.79296875,817.540283203125,1291.7742919921875,322.53680419921875,247.16163635253903,1474.933349609375,1497.4000244140625,725.3761596679688,25464.3515625,459.1793823242188,3143.49267578125,1600.4814453125,1080.6846923828125,978.2802734375,390.08697509765625,149.29046630859375,3701.320068359375,1180.337646484375,3778.031005859375,9630.6298828125,451.0833129882813,234.53094482421875,230.8325653076172,23.200000762939453,134.61549377441406
