"COMPANY","PROMOTER & PROMOTER GROUP (A)","PUBLIC (B)","SHARES HELD BY EMPLOYEE TRUSTS (C2)","STATUS","AS ON DATE","SUBMISSION DATE","REVISION DATE","ACTION","BROADCAST DATE/TIME","EXCHANGE DISSEMINATION TIME","TIME TAKEN"
"Ambuja Cements Limited","63.28","36.72","0","Revised","31-MAR-2020",,,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_146843_243490_24042020115114_WEB.xml","15-JUN-2020 12:10:02",,"::"
"Ambuja Cements Limited","63.39","36.61","0","-","31-DEC-2019",,,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_143665_186918_07012020021447_WEB.xml","07-JAN-2020 14:40:03",,"::"
"Ambuja Cements Limited","63.42","36.58","0","Revised","30-SEP-2019",,,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_140988_143240_10102019044349_WEB.xml","11-DEC-2019 18:10:03",,"::"
"Ambuja Cements Limited","63.45","36.55","0","Revised","30-JUN-2019",,,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_138135_111978_09072019085238_WEB.xml","08-JAN-2020 11:40:02",,"::"
"Ambuja Cements Limited","63.45","36.55","0","-","31-MAR-2019",,,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_135493_89328_10042019094826_WEB.xml","10-APR-2019 10:10:04",,"::"
"Ambuja Cements Limited","63.46","36.54","0","-","31-DEC-2018",,,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_132449_65961_08012019024347_WEB.xml","08-JAN-2019 15:10:06",,"::"
"Ambuja Cements Limited","63.48","36.52","0","-","30-SEP-2018",,,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_129482_42177_05102018104916_WEB.xml","05-OCT-2018 11:10:04",,"::"
"Ambuja Cements Limited","63.55","36.45","0","-","30-JUN-2018",,,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_126871_18406_09072018115605_WEB.xml","09-JUL-2018 12:10:10",,"::"
"Ambuja Cements Limited","63.55","36.45","0","-","31-MAR-2018",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","10-APR-2018 14:10:02",,"::"
"Ambuja Cements Limited","63.56","36.44","0","-","31-DEC-2017",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","08-JAN-2018 10:10:04",,"::"
"Ambuja Cements Limited","63.59","36.41","0","-","30-SEP-2017",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","06-OCT-2017 16:10:02",,"::"
"Ambuja Cements Limited","63.6","36.4","0","-","30-JUN-2017",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","07-JUL-2017 15:10:02",,"::"
"Ambuja Cements Limited","63.62","36.38","0","-","31-MAR-2017",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","10-APR-2017 13:10:01",,"::"
"Ambuja Cements Limited","63.61","36.39","0","-","31-DEC-2016",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","13-JAN-2017 11:10:01",,"::"
"Ambuja Cements Limited","61.62","38.38","0","-","30-SEP-2016",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","08-DEC-2016 17:10:01",,"::"
"Ambuja Cements Limited","61.62","38.38","0","-","12-AUG-2016",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","18-AUG-2016 10:10:01",,"::"
"Ambuja Cements Limited","50.8","49.2","0","-","30-JUN-2016",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","18-JUL-2016 11:10:01",,"::"
"Ambuja Cements Limited","51.04","48.96","0","-","31-MAR-2016",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","14-JUN-2016 17:15:01",,"::"
"Ambuja Cements Limited","51.15","48.85","0","-","31-DEC-2015",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","19-JAN-2016 17:15:02",,"::"
"Ambuja Cements Limited","0","0","0",,"30-SEP-2015",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"30-JUN-2015",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"31-MAR-2015",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"31-DEC-2014",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"30-SEP-2014",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"30-JUN-2014",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"31-MAR-2014",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"31-DEC-2013",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"30-SEP-2013",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"30-JUN-2013",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"31-MAR-2013",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"31-DEC-2012",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"30-SEP-2012",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"30-JUN-2012",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"31-MAR-2012",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"31-DEC-2011",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"30-SEP-2011",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"30-JUN-2011",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"31-MAR-2011",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"31-DEC-2010",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"30-SEP-2010",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"30-JUN-2010",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"31-MAR-2010",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"31-DEC-2009",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"30-SEP-2009",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"30-JUN-2009",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"31-MAR-2009",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Ltd","0","0","0",,"31-DEC-2008",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Ltd","0","0","0",,"30-SEP-2008",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Ltd","0","0","0",,"30-JUN-2008",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Ltd","0","0","0",,"31-MAR-2008",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Ltd","0","0","0",,"31-DEC-2007",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Ltd","0","0","0",,"30-SEP-2007",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Ltd","0","0","0",,"30-JUN-2007",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Ltd","0","0","0",,"31-MAR-2007",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
