"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"ITC","ITC Limited","EQ","Dividend - Rs 7.85 Per Share","1","28-May-2025","28-May-2025","-","-"
"ITC","ITC Limited","EQ","Interim Dividend - Rs 6.50 Per Share","1","12-Feb-2025","12-Feb-2025","-","-"
"ITC","ITC Limited","EQ","Demerger","1","06-Jan-2025","06-Jan-2025","-","-"
"ITC","ITC Limited","EQ","Dividend - Rs 7.50 Per Share","1","04-Jun-2024","04-Jun-2024","-","-"
"ITC","ITC Limited","EQ","Interim Dividend - Rs 6.25 Per Share","1","08-Feb-2024","08-Feb-2024","-","-"
"ITC","ITC Limited","EQ","Dividend - Rs 6.75 Per Share /Special Dividend - Rs 2.75 Per Share","1","30-May-2023","30-May-2023","-","-"
"ITC","ITC Limited","EQ","Interim Dividend - Rs  6 Per Share","1","15-Feb-2023","15-Feb-2023","-","-"
"ITC","ITC Limited","EQ","Dividend - Rs 6.25 Per Share","1","26-May-2022","28-May-2022","-","-"
"ITC","ITC Limited","EQ","Interim Dividend - Rs 5.25 Per Share","1","14-Feb-2022","15-Feb-2022","-","-"
"ITC","ITC Limited","EQ"," Dividend - Rs 5.75 Per Share","1","10-Jun-2021","11-Jun-2021","-","-"
"ITC","ITC Limited","EQ"," Interim Dividend - Rs 5 Per Share","1","22-Feb-2021","23-Feb-2021","-","-"
"ITC","ITC Limited","EQ"," Dividend - Rs 10.15 Per Share","1","06-Jul-2020","-","08-Jul-2020","09-Jul-2020"
"ITC","ITC Limited","EQ"," Dividend - Rs 5.75 Per Share","1","22-May-2019","-","24-May-2019","27-May-2019"
"ITC","ITC Limited","EQ"," Dividend- Rs 5.15 Per Share","1","25-May-2018","-","29-May-2018","31-May-2018"
"ITC","ITC Limited","EQ"," Dividend-Rs 4.75 Per Share","1","05-Jun-2017","-","07-Jun-2017","09-Jun-2017"
"ITC","ITC Limited","EQ"," Bonus 1:2","1","01-Jul-2016","04-Jul-2016","-","-"
"ITC","ITC Limited","EQ"," Dividend-Rs.8.50 Per Share (Including Special Dividend Of Rs.2/- Per Share).","1","30-May-2016","-","01-Jun-2016","03-Jun-2016"
"ITC","ITC Limited","EQ","Dividend - Rs 6.25/- Per Share","1","03-Jun-2015","-","05-Jun-2015","09-Jun-2015"
"ITC","ITC Limited","EQ","Dividend - Rs 6/- Per Share","1","03-Jun-2014","-","05-Jun-2014","09-Jun-2014"
"ITC","ITC Limited","EQ","Annual General Meeting And Dividend Rs.5.25 Per Share","1","31-May-2013","-","04-Jun-2013","07-Jun-2013"
