"COMPANY","PROMOTER & PROMOTER GROUP (A)","PUBLIC (B)","SHARES HELD BY EMPLOYEE TRUSTS (C2)","STATUS","AS ON DATE","SUBMISSION DATE","REVISION DATE","ACTION","BROADCAST DATE/TIME","EXCHANGE DISSEMINATION TIME","TIME TAKEN"
"LTIMindtree Limited","74.79","25.21","0","-","30-JUN-2019",,,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_138817_118711_16072019012408_WEB.xml","16-JUL-2019 13:40:06",,"::"
"LTIMindtree Limited","74.8","25.2","0","-","31-MAR-2019",,,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_136287_92649_12042019064930_WEB.xml","12-APR-2019 19:10:07",,"::"
"LTIMindtree Limited","74.84","25.16","0","-","31-DEC-2018",,,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_132554_65196_07012019015445_WEB.xml","07-JAN-2019 14:10:06",,"::"
"LTIMindtree Limited","75","25","0","-","30-SEP-2018",,,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_130124_44887_09102018064904_WEB.xml","09-OCT-2018 19:10:13",,"::"
"LTIMindtree Limited","81.54","18.46","0","-","30-JUN-2018",,,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_127391_20433_11072018022113_WEB.xml","11-JUL-2018 14:40:09",,"::"
"LTIMindtree Limited","82.96","17.04","0","-","31-MAR-2018",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","12-APR-2018 18:10:02",,"::"
"LTIMindtree Limited","83.68","16.32","0","-","31-DEC-2017",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","15-JAN-2018 15:40:04",,"::"
"LTIMindtree Limited","84.03","15.97","0","-","30-SEP-2017",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","10-OCT-2017 15:40:02",,"::"
"LTIMindtree Limited","84.26","15.74","0","-","30-JUN-2017",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","15-JUL-2017 11:10:01",,"::"
"LTIMindtree Limited","84.28","15.72","0","-","31-MAR-2017",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","11-APR-2017 18:10:01",,"::"
"LTIMindtree Limited","84.3","15.7","0","-","31-DEC-2016",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","13-JAN-2017 22:10:01",,"::"
"LTIMindtree Limited","84.64","15.36","0","Revised","30-SEP-2016",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","17-JAN-2017 19:10:01",,"::"
"LTIMindtree Limited","84.64","15.36","0","-","20-JUL-2016",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","22-JUL-2016 18:10:01",,"::"
